alpha_1,alpha_2,imaginary,real
11520.036,30600.036,1.812805318,-0.693627764
10440.036,27720.036,1.812916503,-0.693627731
9360.036,24840.036,1.813053457,-0.693627692
8280.036,21960.036,1.813226313,-0.693627645
7200.036,19080.036,1.813451319,-0.693627588
13320.036,35280.036,1.813607499,-0.693612652
6120.036,16200.036,1.813756266,-0.693627519
12240.036,32400.036,1.813773855,-0.693611281
11160.036,29520.036,1.813972645,-0.693609645
5040.036,13320.036,1.81419296,-0.693627437
10080.036,26640.036,1.81421438,-0.693607658
9000.036,23760.036,1.814514663,-0.693605192
12960.036,34200.036,1.814639953,-0.693596517
3960.036,10440.036,1.814870307,-0.693627348
7920.036,20880.036,1.814897692,-0.693602051
11880.036,31320.036,1.814906822,-0.693593618
10800.036,28440.036,1.815227679,-0.693590134
6840.036,18000.036,1.815403137,-0.693597915
9720.036,25560.036,1.815620748,-0.693585869
12600.036,33120.036,1.815739008,-0.693579316
2880.036,7560.036,1.816062889,-0.693627302
5760.036,15120.036,1.816100844,-0.693592221
8640.036,22680.036,1.816113499,-0.693580525
11520.036,30240.036,1.816119827,-0.693574677
13320.036,34920.036,1.816485042,-0.693566476
10440.036,27360.036,1.816580691,-0.693569064
7560.036,19800.036,1.816749358,-0.693573635
12240.036,32040.036,1.816911327,-0.693560941
4680.036,12240.036,1.81712628,-0.693583884
9360.036,24480.036,1.817149802,-0.693562134
11160.036,29160.036,1.817421661,-0.693554315
6480.036,16920.036,1.817601259,-0.693564415
12960.036,33840.036,1.817618301,-0.693548654
8280.036,21600.036,1.817870373,-0.693553363
10080.036,26280.036,1.818043622,-0.69354624
11880.036,30960.036,1.818164486,-0.693541267
13680.036,35640.036,1.818253604,-0.693537599
1800.036,4680.036,1.818719429,-0.693627714
3600.036,9360.036,1.818781233,-0.693570513
5400.036,14040.036,1.818801842,-0.693551441
7200.036,18720.036,1.818812148,-0.693541904
9000.036,23400.036,1.818818332,-0.693536182
10800.036,28080.036,1.818822455,-0.693532367
12600.036,32760.036,1.8188254,-0.693529642
13320.036,34560.036,1.819417242,-0.693519218
11520.036,29880.036,1.819507148,-0.693520152
9720.036,25200.036,1.819630436,-0.693521435
7920.036,20520.036,1.819809938,-0.693523307
6120.036,15840.036,1.820095455,-0.693526298
12240.036,31680.036,1.820113798,-0.693509315
10440.036,27000.036,1.820333938,-0.693508639
4320.036,11160.036,1.820620259,-0.693531835
8640.036,22320.036,1.820646335,-0.693507685
12960.036,33480.036,1.820655028,-0.693499635
11160.036,28800.036,1.820949257,-0.69349743
6840.036,17640.036,1.821124356,-0.693506242
13680.036,35280.036,1.821140879,-0.693490936
9360.036,24120.036,1.821357566,-0.693494377
11880.036,30600.036,1.821491996,-0.693487532
2520.036,6480.036,1.82190215,-0.693545574
5040.036,12960.036,1.821947227,-0.693503797
7560.036,19440.036,1.821962256,-0.693489869
10080.036,25920.036,1.821969772,-0.693482905
12600.036,32400.036,1.821974281,-0.693478726
13320.036,34200.036,1.822405681,-0.693470841
10800.036,27720.036,1.822502288,-0.693472912
8280.036,21240.036,1.822657824,-0.693476252
5760.036,14760.036,1.822949867,-0.69348254
11520.036,29520.036,1.822969723,-0.693464131
9000.036,23040.036,1.823244486,-0.693464748
12240.036,31320.036,1.823383321,-0.693456353
3240.036,8280.036,1.823698665,-0.693498769
6480.036,16560.036,1.823734136,-0.693465869
9720.036,24840.036,1.823745963,-0.6934549
12960.036,33120.036,1.823751876,-0.693449416
13680.036,34920.036,1.824082367,-0.69344319
10440.036,26640.036,1.824179552,-0.693446376
7200.036,18360.036,1.824364369,-0.693452444
11160.036,28440.036,1.824558166,-0.693438925
3960.036,10080.036,1.824852649,-0.693468536
7920.036,20160.036,1.824881888,-0.693441402
11880.036,30240.036,1.824891637,-0.693432356
12600.036,32040.036,1.825187583,-0.693426522
8640.036,21960.036,1.825314449,-0.69343216
13320.036,33840.036,1.825452002,-0.693421306
4680.036,11880.036,1.825656516,-0.693447397
9360.036,23760.036,1.825681386,-0.693424311
14040.036,35640.036,1.825689677,-0.693416614
10080.036,25560.036,1.825996579,-0.693417562
5400.036,13680.036,1.826248617,-0.693431787
10800.036,27360.036,1.826270253,-0.693411697
11520.036,29160.036,1.826510105,-0.693406553
6120.036,15480.036,1.826702892,-0.693419786
12240.036,30960.036,1.826722038,-0.693402004
12960.036,32760.036,1.826910661,-0.693397954
6840.036,17280.036,1.827062447,-0.693410274
13680.036,34560.036,1.827079618,-0.693394324
7560.036,19080.036,1.827354111,-0.693402548
8280.036,20880.036,1.827595453,-0.693396148
9000.036,22680.036,1.827798463,-0.693390761
9720.036,24480.036,1.827971601,-0.693386163
10440.036,26280.036,1.828121008,-0.693382193
11160.036,28080.036,1.828251251,-0.69337873
11880.036,29880.036,1.828365794,-0.693375683
12600.036,31680.036,1.828467315,-0.693372982
13320.036,33480.036,1.828557915,-0.69337057
14040.036,35280.036,1.828639267,-0.693368404
720.036,1800.036,1.829819495,-0.693637198
1440.036,3600.036,1.829985505,-0.693482681
2160.036,5400.036,1.830040895,-0.693431141
2880.036,7200.036,1.8300686,-0.693405365
3600.036,9000.036,1.830085227,-0.693389897
4320.036,10800.036,1.830096312,-0.693379584
5040.036,12600.036,1.830104231,-0.693372217
5760.036,14400.036,1.830110171,-0.693366692
6480.036,16200.036,1.83011479,-0.693362394
7200.036,18000.036,1.830118486,-0.693358956
7920.036,19800.036,1.830121511,-0.693356143
8640.036,21600.036,1.830124031,-0.693353799
9360.036,23400.036,1.830126163,-0.693351815
10080.036,25200.036,1.830127991,-0.693350115
10800.036,27000.036,1.830129575,-0.693348642
11520.036,28800.036,1.830130961,-0.693347352
12240.036,30600.036,1.830132184,-0.693346214
12960.036,32400.036,1.830133272,-0.693345203
13680.036,34200.036,1.830134244,-0.693344298
14040.036,34920.036,1.831644134,-0.693319072
13320.036,33120.036,1.831725197,-0.69331859
12600.036,31320.036,1.831815572,-0.693318053
11880.036,29520.036,1.831916962,-0.693317451
11160.036,27720.036,1.83203151,-0.693316772
10440.036,25920.036,1.832161957,-0.693315999
9720.036,24120.036,1.832311859,-0.693315112
9000.036,22320.036,1.832485919,-0.693314084
8280.036,20520.036,1.832690488,-0.693312878
7560.036,18720.036,1.83293436,-0.693311442
14400.036,35640.036,1.833091699,-0.693294831
6840.036,16920.036,1.833230063,-0.693309706
13680.036,33840.036,1.83324792,-0.693293072
12960.036,32040.036,1.833421675,-0.693291115
6120.036,15120.036,1.833596088,-0.693307564
12240.036,30240.036,1.833616091,-0.693288926
11520.036,28440.036,1.833835087,-0.693286461
5400.036,13320.036,1.834060903,-0.693304854
10800.036,26640.036,1.834083639,-0.693283664
10080.036,24840.036,1.834368164,-0.693280464
4680.036,11520.036,1.834670743,-0.693301316
9360.036,23040.036,1.834697078,-0.693276765
14040.036,34560.036,1.834705858,-0.693268581
13320.036,32760.036,1.834955697,-0.693265321
8640.036,21240.036,1.835081651,-0.693272443
12600.036,30960.036,1.835234539,-0.693261683
3960.036,9720.036,1.835506029,-0.693296503
7920.036,19440.036,1.835537315,-0.693267325
11880.036,29160.036,1.835547746,-0.693257597
11160.036,27360.036,1.835902089,-0.693252974
7200.036,17640.036,1.836085791,-0.693261167
14400.036,35280.036,1.836103061,-0.693245058
10440.036,25560.036,1.83630624,-0.693247702
13680.036,33480.036,1.836422385,-0.693240601
3240.036,7920.036,1.83672012,-0.693289575
6480.036,15840.036,1.83675865,-0.69325362
9720.036,23760.036,1.836771496,-0.693241633
12960.036,31680.036,1.83677792,-0.693235639
12240.036,29880.036,1.837176194,-0.693230079
9000.036,21960.036,1.837312848,-0.693234571
5760.036,14040.036,1.837603615,-0.693244151
11520.036,28080.036,1.837625408,-0.693223807
14040.036,34200.036,1.837826079,-0.693216889
8280.036,20160.036,1.837950628,-0.693226252
10800.036,26280.036,1.838136002,-0.693216677
13320.036,32400.036,1.838251339,-0.693210715
2520.036,6120.036,1.83864627,-0.693278749
5040.036,12240.036,1.838696404,-0.69323192
7560.036,18360.036,1.83871312,-0.693216307
10080.036,24480.036,1.838721478,-0.6932085
12600.036,30600.036,1.838726494,-0.693203815
14400.036,34920.036,1.839170753,-0.693194124
11880.036,28800.036,1.839260873,-0.693196053
9360.036,22680.036,1.839399615,-0.693199026
6840.036,16560.036,1.839640865,-0.693204207
13680.036,33120.036,1.83965945,-0.693186842
11160.036,27000.036,1.839866284,-0.693187255
4320.036,10440.036,1.84016478,-0.693215512
8640.036,20880.036,1.8401943,-0.69318792
12960.036,31320.036,1.840204142,-0.693178722
14760.036,35640.036,1.840460052,-0.693172252
10440.036,25200.036,1.840557899,-0.6931772
6120.036,14760.036,1.840794118,-0.693189167
12240.036,29520.036,1.840815037,-0.69316961
14040.036,33840.036,1.841006501,-0.693163954
7920.036,19080.036,1.841138402,-0.693174722
9720.036,23400.036,1.84135554,-0.693165599
11520.036,27720.036,1.841504987,-0.693159314
13320.036,32040.036,1.841614128,-0.693154722
1800.036,4320.036,1.842170832,-0.693259465
3600.036,8640.036,1.842242558,-0.693192348
5400.036,12960.036,1.842266476,-0.693169969
7200.036,17280.036,1.842278437,-0.693158778
9000.036,21600.036,1.842285614,-0.693152064
10800.036,25920.036,1.842290399,-0.693147587
12600.036,30240.036,1.842293816,-0.693144389
14400.036,34560.036,1.84229638,-0.693141991
13680.036,32760.036,1.842960996,-0.693131746
11880.036,28440.036,1.843059195,-0.693132747
10080.036,24120.036,1.843192557,-0.693134107
8280.036,19800.036,1.843384087,-0.693136067
14760.036,35280.036,1.843532653,-0.693120899
6480.036,15480.036,1.843682459,-0.693139133
12960.036,30960.036,1.843702567,-0.693120308
11160.036,26640.036,1.843927558,-0.693119527
4680.036,11160.036,1.844211649,-0.693144609
9360.036,22320.036,1.844239582,-0.693118451
14040.036,33480.036,1.844248894,-0.693109731
12240.036,29160.036,1.84453528,-0.693107453
7560.036,18000.036,1.84470125,-0.693116872
10440.036,24840.036,1.84492119,-0.693104388
13320.036,31680.036,1.84504615,-0.693097289
2880.036,6840.036,1.845408449,-0.693157173
5760.036,13680.036,1.84545417,-0.693114328
8640.036,20520.036,1.845469415,-0.693100044
11520.036,27360.036,1.845477038,-0.693092902
14400.036,34200.036,1.845481612,-0.693088616
12600.036,29880.036,1.84593899,-0.693083343
9720.036,23040.036,1.846069307,-0.693086878
6840.036,16200.036,1.846309628,-0.69309341
13680.036,32400.036,1.846328985,-0.693075265
10800.036,25560.036,1.84655076,-0.693076295
14760.036,34920.036,1.846662621,-0.693068348
3960.036,9360.036,1.846900958,-0.693109556
7920.036,18720.036,1.846934512,-0.693078092
11880.036,28080.036,1.846945699,-0.693067603
12960.036,30600.036,1.84727552,-0.693060337
9000.036,21240.036,1.847410972,-0.693066393
14040.036,33120.036,1.847555102,-0.693054173
5040.036,11880.036,1.847759775,-0.693082023
10080.036,23760.036,1.847786276,-0.693057164
15120.036,35640.036,1.847795111,-0.693048877
11160.036,26280.036,1.848089546,-0.693049699
6120.036,14400.036,1.848317808,-0.693064082
12240.036,28800.036,1.848339705,-0.693043536
13320.036,31320.036,1.848549582,-0.693038361
7200.036,16920.036,1.848709524,-0.693051463
14400.036,33840.036,1.848728181,-0.693033954
8280.036,19440.036,1.848999635,-0.693042104
9360.036,21960.036,1.849223134,-0.693034887
10440.036,24480.036,1.849400601,-0.693029151
11520.036,27000.036,1.849544929,-0.693024483
12600.036,29520.036,1.849664608,-0.693020611
13680.036,32040.036,1.849765455,-0.693017346
14760.036,34560.036,1.849851592,-0.693014557
1080.036,2520.036,1.850694581,-0.693215669
2160.036,5040.036,1.850820441,-0.693097385
3240.036,7560.036,1.850862423,-0.693057938
4320.036,10080.036,1.850883419,-0.693038211
5400.036,12600.036,1.850896019,-0.693026373
6480.036,15120.036,1.850904419,-0.693018481
7560.036,17640.036,1.85091042,-0.693012844
8640.036,20160.036,1.850914921,-0.693008616
9720.036,22680.036,1.850918421,-0.693005327
10800.036,25200.036,1.850921222,-0.693002696
11880.036,27720.036,1.850923514,-0.693000543
12960.036,30240.036,1.850925423,-0.692998749
14040.036,32760.036,1.850927039,-0.692997232
15120.036,35280.036,1.850928424,-0.69299593
14400.036,33480.036,1.852037889,-0.692977961
13320.036,30960.036,1.852126691,-0.692977879
12240.036,28440.036,1.852231222,-0.692977785
11160.036,25920.036,1.852356068,-0.692977673
10080.036,23400.036,1.852507789,-0.692977539
9000.036,20880.036,1.852696108,-0.692977376
7920.036,18360.036,1.852936086,-0.692977172
14760.036,34200.036,1.85310126,-0.692959481
6840.036,15840.036,1.853252355,-0.692976912
13680.036,31680.036,1.853272533,-0.692957935
12600.036,29160.036,1.853473384,-0.692956122
5760.036,13320.036,1.853688175,-0.692976568
11520.036,26640.036,1.853712198,-0.692953969
10440.036,24120.036,1.854000863,-0.692951369
15120.036,34920.036,1.854120132,-0.692941746
4680.036,10800.036,1.854327127,-0.692976094
9360.036,21600.036,1.854356806,-0.692948166
14040.036,32400.036,1.8543667,-0.692938855
12960.036,29880.036,1.854654808,-0.692935479
8280.036,19080.036,1.854806649,-0.692944124
11880.036,27360.036,1.854995918,-0.692931482
15480.036,35640.036,1.855097241,-0.69292471
3600.036,8280.036,1.855354381,-0.69297541
7200.036,16560.036,1.855393198,-0.692938862
10800.036,24840.036,1.855406139,-0.692926678
14400.036,33120.036,1.85541261,-0.692920586
13320.036,30600.036,1.855779843,-0.692915784
9720.036,22320.036,1.855908841,-0.692920794
6120.036,14040.036,1.856189932,-0.692931733
12240.036,28080.036,1.856212878,-0.692910122
14760.036,33840.036,1.856413388,-0.692903076
8640.036,19800.036,1.85653927,-0.692913418
11160.036,25560.036,1.856731141,-0.692903346
13680.036,31320.036,1.856852433,-0.692896973
2520.036,5760.036,1.85727841,-0.692974383
5040.036,11520.036,1.857334492,-0.692921527
7560.036,17280.036,1.857353191,-0.692903904
10080.036,23040.036,1.857362542,-0.692895092
12600.036,28800.036,1.857368153,-0.692889804
15120.036,34560.036,1.857371894,-0.692886279
14040.036,32040.036,1.857876161,-0.69287899
11520.036,26280.036,1.857982558,-0.692881262
9000.036,20520.036,1.858148666,-0.692884817
15480.036,35280.036,1.85829075,-0.692870153
6480.036,14760.036,1.858444359,-0.692891161
12960.036,29520.036,1.858466318,-0.692870456
10440.036,23760.036,1.858726969,-0.692870912
14400.036,32760.036,1.858854293,-0.692861779
3960.036,9000.036,1.859118252,-0.692905702
7920.036,18000.036,1.859154326,-0.692871675
11880.036,27000.036,1.859166353,-0.692860331
13320.036,30240.036,1.859511507,-0.692852009
9360.036,21240.036,1.859647532,-0.692858109
14760.036,33480.036,1.859789808,-0.692845293
5400.036,12240.036,1.859983513,-0.692873211
10800.036,24480.036,1.860010101,-0.692848122
12240.036,27720.036,1.860287865,-0.692840463
6840.036,15480.036,1.860486411,-0.692854271
13680.036,30960.036,1.860507462,-0.692834402
15120.036,34200.036,1.860685433,-0.692829487
8280.036,18720.036,1.860815165,-0.692841867
9720.036,21960.036,1.861046879,-0.692833114
11160.036,25200.036,1.861218993,-0.692826607
12600.036,28440.036,1.861351882,-0.692821579
14040.036,31680.036,1.861457584,-0.692817578
15480.036,34920.036,1.861543666,-0.692814319
1440.036,3240.036,1.86218314,-0.692973282
2880.036,6480.036,1.862284121,-0.692877862
4320.036,9720.036,1.862317799,-0.692846044
5760.036,12960.036,1.862334642,-0.692830132
7200.036,16200.036,1.862344748,-0.692820584
8640.036,19440.036,1.862351486,-0.692814219
10080.036,22680.036,1.8623563,-0.692809672
11520.036,25920.036,1.86235991,-0.692806262
12960.036,29160.036,1.862362717,-0.692803609
14400.036,32400.036,1.862364964,-0.692801487
15840.036,35640.036,1.862366802,-0.692799751
14760.036,33120.036,1.863232424,-0.692786082
13320.036,29880.036,1.86332426,-0.692786488
11880.036,26640.036,1.863438426,-0.692786994
10440.036,23400.036,1.863584194,-0.692787643
9000.036,20160.036,1.86377679,-0.692788503
7560.036,16920.036,1.864043099,-0.692789702
15120.036,33840.036,1.864062541,-0.69277132
13680.036,30600.036,1.864240031,-0.692770157
6120.036,13680.036,1.864435457,-0.692791483
12240.036,27360.036,1.864459527,-0.69276872
10800.036,24120.036,1.864737946,-0.692766902
15480.036,34560.036,1.864857677,-0.692757161
4680.036,10440.036,1.865071097,-0.69279441
9360.036,20880.036,1.865102689,-0.692764525
14040.036,31320.036,1.865113221,-0.692754562
12600.036,28080.036,1.865427678,-0.692751366
7920.036,17640.036,1.865601272,-0.692761286
15840.036,35280.036,1.865619997,-0.69274357
11160.036,24840.036,1.865824074,-0.69274734
14400.036,32040.036,1.865946735,-0.692739655
3240.036,7200.036,1.866277966,-0.692800108
6480.036,14400.036,1.866323914,-0.692756614
9720.036,21600.036,1.866339234,-0.692742113
12960.036,28800.036,1.866346895,-0.692734862
14760.036,32760.036,1.866743216,-0.692725391
11520.036,25560.036,1.866848357,-0.692728859
8280.036,18360.036,1.867035935,-0.692735055
13320.036,29520.036,1.867220795,-0.692719149
5040.036,11160.036,1.867465424,-0.692749285
10080.036,22320.036,1.867495163,-0.69272112
15120.036,33480.036,1.867505078,-0.69271173
11880.036,26280.036,1.867815929,-0.692711372
6840.036,15120.036,1.868030666,-0.692724997
13680.036,30240.036,1.86805265,-0.692704171
15480.036,34200.036,1.868234531,-0.692698634
8640.036,19080.036,1.868361215,-0.692710764
10440.036,23040.036,1.868578112,-0.692701414
12240.036,27000.036,1.868731374,-0.692694801
14040.036,30960.036,1.868845423,-0.692689878
15840.036,34920.036,1.868933601,-0.692686069
1800.036,3960.036,1.869454396,-0.692815989
3600.036,7920.036,1.869538609,-0.692736137
5400.036,11880.036,1.869566692,-0.692709511
7200.036,15840.036,1.869580736,-0.692696197
9000.036,19800.036,1.869589163,-0.692688207
10800.036,23760.036,1.869594781,-0.692682881
12600.036,27720.036,1.869598794,-0.692679076
14400.036,31680.036,1.869601804,-0.692676223
16200.036,35640.036,1.869604146,-0.692674004
14760.036,32400.036,1.870324245,-0.692663165
12960.036,28440.036,1.870421873,-0.692664134
11160.036,24480.036,1.870551074,-0.692665419
9360.036,20520.036,1.870730121,-0.692667205
7560.036,16560.036,1.870994753,-0.692669854
15120.036,33120.036,1.871014979,-0.692650665
13320.036,29160.036,1.871203925,-0.692649918
5760.036,12600.036,1.871425604,-0.69267419
11520.036,25200.036,1.871452215,-0.692648939
15480.036,33840.036,1.871676048,-0.692638689
9720.036,21240.036,1.871793019,-0.692647602
13680.036,29880.036,1.871947943,-0.692636375
3960.036,8640.036,1.87225099,-0.692682583
7920.036,17280.036,1.872289877,-0.692645666
11880.036,25920.036,1.872302842,-0.692633359
15840.036,34560.036,1.872309325,-0.692627205
14040.036,30600.036,1.872656637,-0.69262346
10080.036,21960.036,1.872785601,-0.692629262
16200.036,35280.036,1.872916525,-0.692616181
6120.036,13320.036,1.873081806,-0.692642615
12240.036,26640.036,1.873107086,-0.692618607
14400.036,31320.036,1.873332463,-0.69261113
8280.036,18000.036,1.873480499,-0.69262338
10440.036,22680.036,1.873714623,-0.692612068
12600.036,27360.036,1.87386864,-0.69260462
14760.036,32040.036,1.873977657,-0.692599345
2160.036,4680.036,1.874470489,-0.692705707
4320.036,9360.036,1.874542672,-0.692637096
6480.036,14040.036,1.874566742,-0.692614219
8640.036,18720.036,1.874578778,-0.69260278
10800.036,23400.036,1.874586001,-0.692595916
12960.036,28080.036,1.874590816,-0.69259134
15120.036,32760.036,1.874594255,-0.692588071
15480.036,33480.036,1.875184118,-0.692577275
13320.036,28800.036,1.875276591,-0.692578713
11160.036,24120.036,1.875404938,-0.692580713
9000.036,19440.036,1.875595056,-0.692583681
15840.036,34200.036,1.875748946,-0.692566927
6840.036,14760.036,1.875905672,-0.692588546
13680.036,29520.036,1.87592865,-0.692566694
11520.036,24840.036,1.87617603,-0.692566379
16200.036,34920.036,1.876290301,-0.692557
4680.036,10080.036,1.876504491,-0.69259798
9360.036,20160.036,1.876538186,-0.692565926
14040.036,30240.036,1.876549419,-0.692555239
16560.036,35640.036,1.876809617,-0.692547468
11880.036,25560.036,1.876903352,-0.69255284
7200.036,15480.036,1.877119123,-0.692565222
14400.036,30960.036,1.877141099,-0.69254431
9720.036,20880.036,1.877415792,-0.692549376
12240.036,26280.036,1.877590527,-0.692540033
14760.036,31680.036,1.877705687,-0.692533871
2520.036,5400.036,1.878139744,-0.692624112
5040.036,10800.036,1.878202889,-0.692563986
7560.036,16200.036,1.878223944,-0.692543939
10080.036,21600.036,1.878234472,-0.692533915
12600.036,27000.036,1.87824079,-0.6925279
15120.036,32400.036,1.878245002,-0.69252389
15480.036,33120.036,1.878760704,-0.692514337
12960.036,27720.036,1.878857038,-0.692516389
10440.036,22320.036,1.87899997,-0.692519437
7920.036,16920.036,1.879234098,-0.69252444
15840.036,33840.036,1.879254311,-0.692505186
13320.036,28440.036,1.879441872,-0.692505453
5400.036,11520.036,1.879687584,-0.692534169
10800.036,23040.036,1.879717305,-0.692505851
16200.036,34560.036,1.879727213,-0.692496411
13680.036,29160.036,1.879997634,-0.69249505
8280.036,17640.036,1.880161252,-0.69250651
16560.036,35280.036,1.880180686,-0.692487991
11160.036,23760.036,1.880390882,-0.692493079
14040.036,29880.036,1.880526439,-0.692485143
2880.036,6120.036,1.880940415,-0.692561305
5760.036,12240.036,1.880996525,-0.692507805
8640.036,18360.036,1.881015234,-0.692489967
11520.036,24480.036,1.881024589,-0.692481048
14400.036,30600.036,1.881030202,-0.692475696
14760.036,31320.036,1.881510662,-0.692466679
11880.036,25200.036,1.881621863,-0.692469697
9000.036,19080.036,1.881804376,-0.692474657
15120.036,32040.036,1.881969398,-0.692458062
6120.036,12960.036,1.882159176,-0.692484326
12240.036,25920.036,1.882185758,-0.692458968
15480.036,32760.036,1.882407851,-0.69244982
9360.036,19800.036,1.882535793,-0.692460445
12600.036,26640.036,1.882718996,-0.692448813
15840.036,33480.036,1.882827337,-0.692441929
3240.036,6840.036,1.883148283,-0.692511469
6480.036,13680.036,1.883198764,-0.692463283
9720.036,20520.036,1.883215595,-0.692447219
12960.036,27360.036,1.883224012,-0.692439186
16200.036,34200.036,1.883229062,-0.692434366
16560.036,34920.036,1.883614129,-0.692427112
13320.036,28080.036,1.883702988,-0.692430047
10080.036,21240.036,1.883849061,-0.692434879
16920.036,35640.036,1.883983554,-0.692420148
6840.036,14400.036,1.884133846,-0.692444317
13680.036,28800.036,1.884157887,-0.692421361
10440.036,21960.036,1.884440771,-0.692423338
14040.036,29520.036,1.884590481,-0.692413094
3600.036,7560.036,1.884933551,-0.692470962
7200.036,15120.036,1.884979427,-0.692427134
10800.036,22680.036,1.884994722,-0.692412523
14400.036,30240.036,1.885002371,-0.692405216
14760.036,30960.036,1.885395008,-0.692397702
11160.036,23400.036,1.885514418,-0.692402366
7560.036,15840.036,1.885747769,-0.692411495
15120.036,31680.036,1.885769712,-0.692390525
11520.036,24120.036,1.886002939,-0.692392809
15480.036,32400.036,1.886127683,-0.692383665
3960.036,8280.036,1.886406955,-0.692437391
7920.036,16560.036,1.886448994,-0.692397199
11880.036,24840.036,1.88646301,-0.6923838
15840.036,33120.036,1.886470019,-0.6923771
16200.036,33840.036,1.886797721,-0.692370812
12240.036,25560.036,1.886897046,-0.692375294
8280.036,17280.036,1.887091528,-0.692384082
16560.036,34560.036,1.887111709,-0.692364784
12600.036,26280.036,1.887307196,-0.69236725
16920.036,35280.036,1.887412825,-0.692358999
4320.036,9000.036,1.88764365,-0.692409114
8640.036,18000.036,1.887682444,-0.692372003
12960.036,27000.036,1.887695378,-0.69235963
13320.036,27720.036,1.888063312,-0.692352403
9000.036,18720.036,1.888227721,-0.692360843
13680.036,28440.036,1.888412541,-0.692345539
4680.036,9720.036,1.888696437,-0.692384971
9360.036,19440.036,1.888732451,-0.692350502
14040.036,29160.036,1.888744457,-0.692339011
14400.036,29880.036,1.889060316,-0.692332795
9720.036,20160.036,1.889200993,-0.692340893
14760.036,30600.036,1.889361256,-0.692326869
5040.036,10440.036,1.889603502,-0.692364117
10080.036,20880.036,1.889637106,-0.69233194
15120.036,31320.036,1.889648309,-0.692321213
15480.036,32040.036,1.889922415,-0.692315809
10440.036,21600.036,1.890044043,-0.692323579
15840.036,32760.036,1.89018443,-0.692310642
5400.036,11160.036,1.89039314,-0.692345923
10800.036,22320.036,1.890424637,-0.692315753
16200.036,33480.036,1.890435138,-0.692305695
16560.036,34200.036,1.890675254,-0.692300954
11160.036,23040.036,1.890781366,-0.692308411
16920.036,34920.036,1.890905436,-0.692296408
5760.036,11880.036,1.89108677,-0.692329911
11520.036,23760.036,1.891116407,-0.692301512
17280.036,35640.036,1.891126288,-0.692292044
11880.036,24480.036,1.891431679,-0.692295014
6120.036,12600.036,1.891700896,-0.692315711
12240.036,25200.036,1.891728882,-0.692288886
12600.036,25920.036,1.892009526,-0.692283095
6480.036,13320.036,1.892248448,-0.692303031
12960.036,26640.036,1.892274956,-0.692277615
13320.036,27360.036,1.892526379,-0.692272422
6840.036,14040.036,1.892739694,-0.692291639
13680.036,28080.036,1.892764873,-0.692267493
14040.036,28800.036,1.892991411,-0.692262809
7200.036,14760.036,1.893182895,-0.69228135
14400.036,29520.036,1.893206871,-0.692258352
14760.036,30240.036,1.893412045,-0.692254106
7560.036,15480.036,1.89358477,-0.69227201
15120.036,30960.036,1.893607653,-0.692250056
15480.036,31680.036,1.893794349,-0.692246189
7920.036,16200.036,1.893950842,-0.692263493
15840.036,32400.036,1.893972728,-0.692242493
16200.036,33120.036,1.894143334,-0.692238956
8280.036,16920.036,1.894285692,-0.692255696
16560.036,33840.036,1.894306663,-0.69223557
16920.036,34560.036,1.894463173,-0.692232324
8640.036,17640.036,1.894593151,-0.692248531
17280.036,35280.036,1.894613281,-0.692229209
9000.036,18360.036,1.894876447,-0.692241924
9360.036,19080.036,1.895138321,-0.692235813
9720.036,19800.036,1.895381115,-0.692230143
10080.036,20520.036,1.89560684,-0.692224868
10440.036,21240.036,1.895817236,-0.692219949
10800.036,21960.036,1.896013812,-0.692215351
11160.036,22680.036,1.896197887,-0.692211043
11520.036,23400.036,1.896370616,-0.692206999
11880.036,24120.036,1.896533018,-0.692203195
12240.036,24840.036,1.896685991,-0.69219961
12600.036,25560.036,1.896830334,-0.692196226
12960.036,26280.036,1.896966757,-0.692193027
13320.036,27000.036,1.897095894,-0.692189998
13680.036,27720.036,1.897218314,-0.692187125
14040.036,28440.036,1.897334527,-0.692184397
14400.036,29160.036,1.897444994,-0.692181803
14760.036,29880.036,1.897550131,-0.692179334
15120.036,30600.036,1.897650314,-0.69217698
15480.036,31320.036,1.897745886,-0.692174734
15840.036,32040.036,1.897837158,-0.692172589
16200.036,32760.036,1.897924413,-0.692170538
16560.036,33480.036,1.898007912,-0.692168574
16920.036,34200.036,1.89808789,-0.692166693
17280.036,34920.036,1.898164568,-0.69216489
17640.036,35640.036,1.898238144,-0.692163158
35640.036,360.036,1.900327491,-0.697718627
360.036,720.036,1.900802977,-0.693042986
720.036,1440.036,1.901302032,-0.69256157
1080.036,2160.036,1.901468778,-0.692400819
1440.036,2880.036,1.901552225,-0.692320391
1800.036,3600.036,1.901602316,-0.692272117
2160.036,4320.036,1.901635721,-0.692239928
2520.036,5040.036,1.901659586,-0.692216932
2880.036,5760.036,1.901677488,-0.692199683
3240.036,6480.036,1.901691413,-0.692186266
3600.036,7200.036,1.901702554,-0.692175532
3960.036,7920.036,1.90171167,-0.692166749
4320.036,8640.036,1.901719267,-0.69215943
4680.036,9360.036,1.901725695,-0.692153236
5040.036,10080.036,1.901731206,-0.692147927
5400.036,10800.036,1.901735982,-0.692143326
5760.036,11520.036,1.901740161,-0.6921393
6120.036,12240.036,1.901743848,-0.692135747
6480.036,12960.036,1.901747126,-0.692132589
6840.036,13680.036,1.901750059,-0.692129764
7200.036,14400.036,1.901752699,-0.692127221
