alpha_1,alpha_2,Imag,Real
1800.036,13320.036,7.878226977,-0.541486379
1800.036,13680.036,7.888240473,-0.543023014
1800.036,14040.036,7.897786868,-0.544490074
1800.036,14400.036,7.906898117,-0.545892179
1800.036,14760.036,7.915603325,-0.547233549
1800.036,15120.036,7.923929057,-0.548518047
1800.036,15480.036,7.931899608,-0.549749213
1800.036,15840.036,7.939537242,-0.550930301
1800.036,16200.036,7.946862399,-0.552064306
1800.036,16560.036,7.95389388,-0.553153988
1800.036,16920.036,7.960649005,-0.554201895
1800.036,17280.036,7.967143759,-0.555210384
1800.036,17640.036,7.973392916,-0.556181639
1800.036,18000.036,7.979410153,-0.557117683
1800.036,18360.036,7.98520815,-0.558020397
1800.036,18720.036,7.990798679,-0.558891531
1800.036,19080.036,7.996192684,-0.559732712
1800.036,19440.036,8.00140035,-0.56054546
1800.036,19800.036,8.006431174,-0.561331191
1800.036,20160.036,8.011294013,-0.562091232
1800.036,20520.036,8.015997148,-0.562826821
1800.036,20880.036,8.02054832,-0.56353912
1800.036,21240.036,8.024954778,-0.564229218
1800.036,21600.036,8.02922332,-0.564898136
1800.036,21960.036,8.033360321,-0.565546836
1800.036,22320.036,8.037371771,-0.566176219
1800.036,22680.036,8.041263301,-0.566787136
1800.036,23040.036,8.045040212,-0.567380388
1800.036,23400.036,8.048707493,-0.567956731
1800.036,23760.036,8.052269852,-0.568516876
1800.036,24120.036,8.055731728,-0.569061497
1800.036,24480.036,8.059097315,-0.569591232
1800.036,24840.036,8.062370575,-0.570106681
1800.036,25200.036,8.065555257,-0.570608415
1800.036,25560.036,8.06865491,-0.571096974
1800.036,25920.036,8.071672893,-0.571572871
1800.036,26280.036,8.074612394,-0.572036591
1800.036,26640.036,8.077476436,-0.572488596
1800.036,27000.036,8.080267886,-0.572929324
1800.036,27360.036,8.082989472,-0.573359192
1800.036,27720.036,8.085643784,-0.573778597
1800.036,28080.036,8.088233286,-0.574187915
1800.036,28440.036,8.090760324,-0.574587507
1800.036,28800.036,8.093227131,-0.574977715
1800.036,29160.036,8.095635836,-0.575358866
1800.036,29520.036,8.097988467,-0.575731271
1800.036,29880.036,8.100286961,-0.576095229
1800.036,30240.036,8.102533165,-0.576451022
1800.036,30600.036,8.104728844,-0.576798924
1800.036,30960.036,8.106875683,-0.577139193
1800.036,31320.036,8.108975295,-0.577472078
1800.036,31680.036,8.111029221,-0.577797817
1800.036,32040.036,8.113038936,-0.578116638
1800.036,32400.036,8.115005853,-0.578428758
1800.036,32760.036,8.116931325,-0.578734387
1800.036,33120.036,8.118816647,-0.579033724
1800.036,33480.036,8.120663064,-0.579326963
1800.036,33840.036,8.122471767,-0.579614288
1800.036,34200.036,8.1242439,-0.579895876
1800.036,34560.036,8.125980561,-0.580171897
1800.036,34920.036,8.127682805,-0.580442514
1800.036,35280.036,8.129351645,-0.580707885
1800.036,35640.036,8.130988055,-0.58096816
2160.036,0.036,0.078996903,-0.166067731
2160.036,360.036,4.479003596,-0.149753828
2160.036,720.036,5.117133855,-0.200276824
2160.036,1080.036,5.558256129,-0.243329959
2160.036,1440.036,5.888219409,-0.278619321
2160.036,1800.036,6.145565985,-0.307822897
2160.036,2160.036,6.352350769,-0.332325947
2160.036,2520.036,6.522360844,-0.3531565
2160.036,2880.036,6.664721933,-0.371073307
2160.036,3240.036,6.785738597,-0.38664333
2160.036,3600.036,6.889916773,-0.400297004
2160.036,3960.036,6.980567719,-0.412366326
2160.036,4320.036,7.060182107,-0.423111183
2160.036,4680.036,7.130670948,-0.432737781
2160.036,5040.036,7.193525857,-0.441411754
2160.036,5400.036,7.249928673,-0.449267638
2160.036,5760.036,7.300828252,-0.456415823
2160.036,6120.036,7.346995401,-0.46294772
2160.036,6480.036,7.389062918,-0.468939668
