alpha_1,alpha_2,omega_n,zeta,PO,omega_d,t_p,t_r,t_s
9.30001,1.50001,7.590914628,0.808781711,1.329463817,4.464284877,0.703716886,0.562883869,0.723665371
6.20001,1.00001,7.595682393,0.808557598,1.33406989,4.469428941,0.702906947,0.562150781,0.723326313
9.90001,1.60001,7.596895964,0.807905675,1.347517919,4.476940585,0.701727574,0.560960289,0.723546771
3.10001,0.50001,7.609967802,0.807888492,1.347873368,4.484823233,0.700494198,0.559967829,0.722312778
6.80001,1.10001,7.60395989,0.807304238,1.359989766,4.487366406,0.700097199,0.559429696,0.723185631
7.40001,1.20001,7.610883062,0.806257785,1.381839164,4.502327114,0.697770858,0.557177403,0.723071464
8.00001,1.30001,7.616759164,0.80537091,1.400505236,4.514995486,0.695813022,0.555282338,0.722977037
3.70001,0.60001,7.622817698,0.805704176,1.39347499,4.515133213,0.695791797,0.555389966,0.722228105
8.60001,1.40001,7.621809038,0.804609694,1.416635277,4.525861013,0.694142539,0.553665744,0.722897683
9.20001,1.50001,7.626195504,0.803949198,1.430712505,4.535283054,0.692700459,0.552270431,0.722830091
4.30001,0.70001,7.632057258,0.804137622,1.426688892,4.536824324,0.692465132,0.552152664,0.722175513
9.80001,1.60001,7.630041235,0.803370673,1.443104872,4.543531393,0.691442929,0.551053871,0.722771846
4.90001,0.80001,7.639020632,0.802959225,1.451953667,4.55311573,0.689987437,0.549742216,0.722140384
5.50001,0.90001,7.644456696,0.80204062,1.471815637,4.56580075,0.688070467,0.547877682,0.72211562
6.10001,1.00001,7.648818285,0.801304426,1.487839298,4.575957664,0.686543208,0.546392457,0.722097422
6.70001,1.10001,7.652395313,0.800701217,1.501038635,4.584273816,0.685297777,0.545181473,0.722083598
7.30001,1.20001,7.655382003,0.800197943,1.51209955,4.591208068,0.684262749,0.54417519,0.722072813
7.90001,1.30001,7.657913356,0.79977167,1.521502568,4.597078463,0.683388956,0.543325747,0.722064207
8.50001,1.40001,7.660086125,0.799405982,1.529594328,4.602112397,0.682641444,0.542599127,0.722057212
9.10001,1.50001,7.661971464,0.79908882,1.536631157,4.606476766,0.681994681,0.541970485,0.722051433
9.70001,1.60001,7.663622871,0.798811125,1.542806676,4.610296833,0.681429584,0.541421255,0.722046592
9.60001,1.60001,7.697650494,0.794226642,1.646697246,4.677258918,0.671673882,0.532048819,0.721370201
9.00001,1.50001,7.69825415,0.794200102,1.647309313,4.677892752,0.671582873,0.531967392,0.721328401
8.40001,1.40001,7.698943986,0.794169781,1.648008742,4.678617022,0.671478909,0.531874376,0.721280641
7.80001,1.30001,7.699739872,0.794134809,1.648815671,4.679452567,0.671359012,0.531767109,0.721225548
7.20001,1.20001,7.700668304,0.794094025,1.64975695,4.680427169,0.671219216,0.531642042,0.721161292
6.60001,1.10001,7.701765395,0.794045851,1.650869176,4.681578689,0.671054117,0.531494346,0.721085381
6.00001,1.00001,7.703081701,0.793988076,1.652203572,4.682960114,0.670856163,0.531317265,0.720994325
5.40001,0.90001,7.704690215,0.793917516,1.653834087,4.684647928,0.670614463,0.531101065,0.720883092
4.80001,0.80001,7.706700385,0.793829395,1.655871594,4.686756779,0.670312713,0.530831171,0.720744138
4.20001,0.70001,7.709284122,0.793716227,1.658490206,4.689466664,0.669925362,0.530484744,0.720565627
3.60001,0.60001,7.712727764,0.793565566,1.661979865,4.693077236,0.669409962,0.530023854,0.720327864
3.00001,0.50001,7.71754629,0.793355077,1.666861875,4.698127039,0.668690444,0.529380542,0.719995474
2.40001,0.40001,7.724768469,0.793040297,1.674177188,4.705690858,0.667615606,0.52841978,0.719497936
1.80001,0.30001,7.73679053,0.792518189,1.686348727,4.718268365,0.66583594,0.526829618,0.718671475
1.20001,0.20001,7.760779161,0.791483344,1.710613731,4.743316332,0.662319869,0.523690246,0.71702882
9.50001,1.60001,7.732134023,0.789616822,1.754851754,4.74443942,0.662163087,0.522923865,0.720741962
8.90001,1.50001,7.735055588,0.78928256,1.762838137,4.749557438,0.661449555,0.522245718,0.720660133
8.30001,1.40001,7.738397396,0.788900495,1.771990545,4.755407391,0.66063586,0.521472474,0.720566906
7.70001,1.30001,7.742257143,0.78845958,1.782584324,4.762158399,0.659699319,0.52058262,0.720459722
7.10001,1.20001,7.746765362,0.787945086,1.794988871,4.770036041,0.658609836,0.519547622,0.720335193
6.50001,1.10001,7.752100464,0.787336915,1.809711527,4.77934806,0.657326609,0.518328813,0.720188742
5.90001,1.00001,7.758512921,0.786606921,1.827468519,4.790525524,0.655792906,0.516872447,0.720014026
5.30001,0.90001,7.766365726,0.785714424,1.849304735,4.804191503,0.653927441,0.515101559,0.719801996
9.40001,1.60001,7.767083685,0.784981254,1.867346803,4.811859923,0.652885309,0.514034539,0.720161262
0.60001,0.10001,7.832308912,0.788451769,1.782772308,4.817626456,0.652103828,0.514586222,0.712180674
4.70001,0.80001,7.776205588,0.784598363,1.876806429,4.821281388,0.651609479,0.512901901,0.719539285
8.80001,1.50001,7.772388205,0.784335694,1.883310642,4.821497005,0.651580339,0.51279112,0.720045888
8.20001,1.40001,7.778461659,0.783597508,1.901654208,4.83251569,0.650094662,0.511375839,0.719915102
4.10001,0.70001,7.788895977,0.783162701,1.912503468,4.843266687,0.648651593,0.510096256,0.719205288
7.60001,1.30001,7.785484312,0.782745217,1.92295159,4.845236131,0.648387936,0.509750408,0.719765608
7.00001,1.20001,7.793697559,0.781750148,1.947977355,4.860085725,0.64640684,0.507864249,0.719593104
9.90001,1.70001,7.795684523,0.781166324,1.962740925,4.867024937,0.645485218,0.506947908,0.719754929
3.50001,0.60001,7.805885441,0.781247202,1.960692137,4.872603568,0.644746204,0.506394093,0.718766506
6.40001,1.10001,7.803432232,0.780573138,1.977802243,4.877648132,0.644079394,0.505649133,0.719391873
9.30001,1.60001,7.802510033,0.780319517,1.984260597,4.879541874,0.643829428,0.505369758,0.719627578
8.70001,1.50001,7.810264847,0.779358991,2.008821929,4.893737463,0.641961829,0.503590248,0.719485044
5.80001,1.00001,7.815154255,0.779159264,2.013949364,4.898741927,0.641306013,0.503010732,0.719154149
8.10001,1.40001,7.819152633,0.778260187,2.03711697,4.909973882,0.639838975,0.501568189,0.71932448
2.90001,0.50001,7.829804237,0.778562997,2.0292983,4.913722512,0.639350848,0.501283716,0.718164647
5.20001,0.90001,7.829541445,0.777429013,2.05866061,4.924552092,0.637944852,0.499814825,0.718869131
7.50001,1.30001,7.829441266,0.776990924,2.070064296,4.928725649,0.637404651,0.499250334,0.719142294
9.80001,1.70001,7.829388434,0.776758556,2.07612659,4.93093706,0.63711879,0.49895159,0.719287411
9.20001,1.60001,7.838423952,0.775631177,2.105673104,4.947506629,0.634985032,0.496919151,0.719140477
6.90001,1.20001,7.841490305,0.775508196,2.108909667,4.950626878,0.634584817,0.496566604,0.718933901
4.60001,0.80001,7.847619428,0.775262797,2.115375874,4.956861051,0.633786709,0.495863682,0.718521364
8.60001,1.50001,7.848698796,0.774351922,2.139469411,4.96630471,0.632581534,0.494630657,0.718977092
2.30001,0.40001,7.865978286,0.774531078,2.134719088,4.975513305,0.631410763,0.493772119,0.717288647
6.30001,1.10001,7.855793882,0.773753197,2.155385391,4.976544603,0.631279915,0.493422864,0.718693365
8.00001,1.40001,7.860486754,0.772887879,2.17849916,4.987813797,0.629853636,0.49203442,0.718794439
9.70001,1.70001,7.863531801,0.77232692,2.193553146,4.995114017,0.628933122,0.49113844,0.718860926
4.00001,0.70001,7.871017595,0.772472054,2.189653013,4.998479948,0.628509604,0.490853428,0.71808802
5.70001,1.00001,7.873050181,0.771643334,2.211972486,5.00769666,0.627352826,0.489689621,0.718412902
7.40001,1.30001,7.874148679,0.771195881,2.224073493,5.012666677,0.626730811,0.489063817,0.718589067
9.10001,1.60001,7.874836679,0.770915789,2.231666225,5.015775497,0.626342358,0.488672994,0.718699608
8.50001,1.50001,7.887703792,0.769313944,2.275353048,5.039224598,0.62342779,0.485900733,0.718521631
6.80001,1.20001,7.890170099,0.769218181,2.277979022,5.041709972,0.623120463,0.485631474,0.718356727
5.10001,0.90001,7.894278904,0.769058837,2.282352055,5.045849341,0.622609286,0.485183672,0.718082173
3.40001,0.60001,7.902490138,0.768741122,2.291084656,5.054117167,0.621590784,0.48429166,0.717534136
9.60001,1.70001,7.898124213,0.767871038,2.315090155,5.059573569,0.620920441,0.48350072,0.718475234
7.90001,1.40001,7.902481065,0.76747991,2.325924539,5.066067222,0.620124549,0.482760496,0.718324521
6.20001,1.10001,7.909220153,0.766875717,2.342713629,5.076102953,0.61889853,0.481620489,0.718092186
1.70001,0.30001,7.927073128,0.767795705,2.317174813,5.078834092,0.618565717,0.481643981,0.715898512
9.00001,1.60001,7.911759813,0.766172894,2.362323964,5.084369784,0.617892244,0.480622165,0.718304704
4.50001,0.80001,7.921030468,0.765819186,2.372225984,5.093665892,0.61676457,0.479636992,0.717687304
7.30001,1.30001,7.919628048,0.76535924,2.385134946,5.097098908,0.616349165,0.47917368,0.7181054
8.40001,1.50001,7.927294047,0.764244496,2.416575583,5.112522988,0.614489688,0.477389616,0.718118366
5.60001,1.00001,7.932247481,0.764057283,2.421877176,5.117476831,0.613894846,0.476870776,0.71778904
9.50001,1.70001,7.933175551,0.763390519,2.440808929,5.1243335,0.613073418,0.476031132,0.718130156
2.80001,0.50001,7.947089359,0.763498396,2.437740652,5.132307585,0.612120884,0.475324064,0.716804099
6.70001,1.20001,7.939764591,0.762879013,2.45538528,5.133385473,0.611992353,0.475037532,0.717860986
7.80001,1.40001,7.945153243,0.762035585,2.479520618,5.144765978,0.610638592,0.473733354,0.717914402
8.90001,1.60001,7.949205332,0.761402023,2.497732602,5.153310834,0.609626074,0.47275809,0.717955577
3.90001,0.70001,7.955783022,0.761638982,2.490912883,5.155360051,0.609383753,0.472641088,0.717209691
5.00001,0.90001,7.960643209,0.760601329,2.520849703,5.168202713,0.607869472,0.471157056,0.717439623
6.10001,1.10001,7.96374744,0.759939267,2.540049328,5.176388729,0.606908178,0.470215072,0.717587669
7.20001,1.30001,7.965901736,0.759480122,2.553409617,5.182062117,0.606243727,0.469564018,0.717690952
8.30001,1.50001,7.967484272,0.759143002,2.563242782,5.186225809,0.605757013,0.469087142,0.717767105
9.40001,1.70001,7.968696003,0.758884967,2.570782656,5.189411645,0.605385132,0.468722793,0.717825575
9.90001,1.80001,7.986146327,0.756640442,2.63686195,5.221591654,0.60165422,0.465175362,0.717720755
8.80001,1.60001,7.987185609,0.756602693,2.637980872,5.222620071,0.601535745,0.465072707,0.717652116
7.70001,1.40001,7.98852163,0.756554186,2.639419007,5.223942001,0.601383525,0.464940819,0.717563897
6.60001,1.20001,7.990302645,0.756489561,2.641335687,5.225704016,0.601180749,0.464765139,0.717446328
5.50001,1.00001,7.992795404,0.756399181,2.644017432,5.228169767,0.600897215,0.464519512,0.717281839
4.40001,0.80001,7.996533093,0.756263819,2.648036544,5.231866056,0.600472684,0.464151782,0.717035338
3.30001,0.60001,8.00275872,0.756038772,2.654725721,5.238020323,0.599767175,0.463540785,0.716625125
2.20001,0.40001,8.015195568,0.755590745,2.668069087,5.250305665,0.598363763,0.46232581,0.715807018
9.30001,1.70001,8.004696074,0.754353971,2.705086527,5.254825918,0.597849044,0.461569199,0.717561435
8.20001,1.50001,8.008289698,0.754008868,2.715463676,5.260359113,0.597220187,0.460983785,0.717467754
7.10001,1.30001,8.012993017,0.75355762,2.729064149,5.267596275,0.596399665,0.460220075,0.717345558
6.00001,1.10001,8.019413888,0.752942357,2.747665687,5.277467804,0.595284097,0.459181981,0.717179493
9.80001,1.80001,8.020361973,0.752349337,2.765657795,5.283528584,0.594601241,0.458484783,0.717489326
1.10001,0.20001,8.052391912,0.754262986,2.707820369,5.286978473,0.594213249,0.458735971,0.713371012
4.90001,0.90001,8.028703299,0.752053796,2.774647535,5.291732223,0.593679446,0.457689248,0.716940768
8.70001,1.60001,8.025713426,0.751774405,2.783160136,5.292319035,0.593613619,0.457558423,0.717394288
7.60001,1.40001,8.032605265,0.751034974,2.805755763,5.303627423,0.592347916,0.456371524,0.717272948
3.80001,0.70001,8.043336477,0.750657837,2.817317395,5.314161326,0.591173745,0.45535944,0.716568352
6.50001,1.20001,8.041814406,0.750048653,2.836045617,5.318716575,0.590667431,0.454796177,0.71711265
9.20001,1.70001,8.041186597,0.74979711,2.843797874,5.320594341,0.59045897,0.454564202,0.71733774
8.10001,1.50001,8.049726098,0.748841481,2.873350818,5.334949131,0.588870217,0.453070604,0.71722032
5.40001,1.00001,8.054745826,0.748667007,2.878763806,5.339863432,0.588328277,0.452604348,0.716891082
9.70001,1.80001,8.055019463,0.748034989,2.898416781,5.345788511,0.587676195,0.451924457,0.717294001
7.00001,1.30001,8.060926126,0.747590793,2.912271392,5.353741663,0.586803184,0.451128138,0.71706923
2.70001,0.50001,8.069786398,0.748146164,2.894954628,5.354577333,0.586711604,0.451213972,0.71590631
8.60001,1.60001,8.064801996,0.746916649,2.933364573,5.362429425,0.585852494,0.45020808,0.717182135
4.30001,0.80001,8.074228009,0.746592776,2.943526637,5.371633022,0.584848712,0.449346054,0.716564937
5.90001,1.10001,8.076259507,0.745883436,2.96584792,5.37940664,0.584003565,0.448498631,0.716867679
7.50001,1.40001,8.077423922,0.745477181,2.978671748,5.383854645,0.583521076,0.448014844,0.717041627
9.10001,1.70001,8.07817875,0.745213954,2.986996309,5.386735075,0.583209051,0.447701981,0.717154553
9.60001,1.80001,8.090128336,0.743697031,3.035206817,5.408386791,0.580874256,0.445489588,0.717134855
8.00001,1.50001,8.091809812,0.743640212,3.037020526,5.410022321,0.580698649,0.445339201,0.717024906
6.40001,1.20001,8.094331376,0.74355507,3.039739343,5.412474623,0.580435544,0.445113898,0.716860086
4.80001,0.90001,8.098532248,0.743413402,3.044266053,5.416559149,0.579997849,0.444739137,0.716585655
3.20001,0.60001,8.106927509,0.743130942,3.053302054,5.424718317,0.57912549,0.443992384,0.716037806
8.50001,1.60001,8.10446498,0.742028897,3.088691372,5.432973137,0.578245571,0.443014924,0.717015776
6.90001,1.30001,8.109726305,0.741578668,3.103210923,5.440538978,0.577441438,0.442275448,0.71686215
1.60001,0.30001,8.132061726,0.7422905,3.080271285,5.449117401,0.576532385,0.44177402,0.714402295
5.30001,1.00001,8.118153437,0.740858649,3.126505298,5.452646833,0.576159203,0.441096637,0.716617048
9.00001,1.70001,8.115684068,0.740604057,3.134763865,5.453266446,0.576093738,0.440977025,0.717011995
7.40001,1.40001,8.122998138,0.739880019,3.158312992,5.46465641,0.574892988,0.439860833,0.716870136
9.50001,1.80001,8.125698421,0.739335086,3.176097778,5.471338918,0.574190833,0.43917562,0.717012007
3.70001,0.70001,8.133833355,0.739522598,3.169972098,5.475141323,0.573792066,0.438921489,0.716164132
5.80001,1.10001,8.134326287,0.738760886,3.194894451,5.482272532,0.573045691,0.438144269,0.716652585
7.90001,1.50001,8.134557777,0.738404408,3.206593167,5.485605427,0.572697525,0.437781673,0.716881714
8.40001,1.60001,8.144716505,0.737110608,3.249240911,5.503972297,0.570786422,0.435972573,0.716895404
6.30001,1.20001,8.147886489,0.737007547,3.25265084,5.507030295,0.57046947,0.435702791,0.716689005
4.20001,0.80001,8.154222787,0.736801905,3.259460428,5.513140842,0.569837184,0.435164697,0.716276775
8.90001,1.70001,8.153714457,0.735966964,3.287185136,5.520206973,0.569107765,0.434384106,0.716910248
6.80001,1.30001,8.159419865,0.735520235,3.302069589,5.528029442,0.568302446,0.433650107,0.716724675
2.10001,0.40001,8.173202448,0.736188788,3.279807325,5.531429158,0.567953157,0.433562071,0.715044589
9.40001,1.80001,8.161739846,0.734948766,3.321161621,5.534660549,0.56762156,0.432978216,0.716925624
4.70001,0.90001,8.170207579,0.734677169,3.330255555,5.542806701,0.566787338,0.432269634,0.71637508
7.30001,1.40001,8.169349261,0.734242669,3.344831083,5.546065879,0.566454262,0.431900168,0.716758803
9.90001,1.90001,8.168942279,0.734036446,3.351760624,5.547611017,0.566296491,0.431725127,0.716941127
7.80001,1.50001,8.177987548,0.7331334,3.382193418,5.561725526,0.564859348,0.43039058,0.716791042
5.20001,1.00001,8.183075935,0.732971894,3.387651379,5.566610425,0.564363664,0.429970241,0.716460504
8.30001,1.60001,8.185571185,0.732161224,3.415116979,5.575449305,0.563468966,0.429074995,0.716821285
2.60001,0.50001,8.198322301,0.732489779,3.403971485,5.581237686,0.562884584,0.428716444,0.71547177
5.70001,1.10001,8.193658324,0.731573019,3.435118204,5.586133861,0.562391223,0.428099786,0.716534904
8.80001,1.70001,8.192282211,0.731302206,3.444347436,5.587575396,0.562246132,0.427918265,0.716849551
9.30001,1.80001,8.198263052,0.730537673,3.470472504,5.598367525,0.561162274,0.426893252,0.716875922
6.20001,1.20001,8.202514201,0.730404767,3.475024621,5.602436548,0.560754705,0.426548465,0.716600018
9.80001,1.90001,8.203626729,0.729852849,3.493961604,5.608034384,0.56019497,0.425978664,0.716900515
3.10001,0.60001,8.215254556,0.730007701,3.488643014,5.614624696,0.559537427,0.425519011,0.715774302
6.70001,1.30001,8.210034234,0.729414448,3.509042082,5.616254907,0.559375012,0.42524101,0.716657333
7.20001,1.40001,8.216499484,0.728564287,3.538383563,5.628116705,0.558196075,0.4241241,0.716708084
7.70001,1.50001,8.222117333,0.727826493,3.563950563,5.638410083,0.557177042,0.423158906,0.716753285
3.60001,0.70001,8.227441354,0.728226836,3.55006539,5.638563202,0.557161912,0.423250983,0.715999197
8.20001,1.60001,8.227044142,0.727180171,3.586426969,5.647426867,0.556287443,0.422316478,0.716793765
8.70001,1.70001,8.231400029,0.726609301,3.606340958,5.655390707,0.555504087,0.421574792,0.716830204
4.10001,0.80001,8.236632482,0.726886808,3.596653305,5.65656736,0.555388534,0.421558519,0.716172724
9.20001,1.80001,8.2352788,0.726101399,3.624106891,5.662475885,0.554809012,0.420916795,0.716863163
9.70001,1.90001,8.238754776,0.725646592,3.640054406,5.66882023,0.55418809,0.420329078,0.716893107
4.60001,0.90001,8.243811617,0.725841955,3.633199657,5.670600704,0.554014084,0.420247179,0.716310586
5.10001,1.00001,8.249574244,0.725004422,3.66263408,5.681846501,0.552917551,0.419201248,0.71642271
5.60001,1.10001,8.254301955,0.724318074,3.686847907,5.691060331,0.552022377,0.418347549,0.716515666
6.10001,1.20001,8.258250575,0.723745362,3.707116605,5.698747317,0.55127776,0.417637546,0.71659397
6.60001,1.30001,8.261598027,0.723260223,3.724331526,5.705257961,0.55064866,0.417037772,0.716660825
7.10001,1.40001,8.264471887,0.722843996,3.739134351,5.710843104,0.550110132,0.416524407,0.716718567
7.60001,1.50001,8.266966023,0.722482974,3.751998778,5.715687001,0.549643928,0.416080031,0.716768938
8.10001,1.60001,8.269151031,0.722166855,3.763282106,5.719928038,0.549236395,0.415691613,0.716813262
8.60001,1.70001,8.271081027,0.721887753,3.773258914,5.72367217,0.548877113,0.415349208,0.716852566
9.10001,1.80001,8.272798194,0.721639525,3.782143691,5.727001898,0.548557991,0.415045098,0.716887656
9.60001,1.90001,8.274335896,0.721417317,3.790106407,5.729982413,0.548272652,0.414773199,0.716919174
9.50001,1.90001,8.310379848,0.717164657,3.944187062,5.791534991,0.542445597,0.409307998,0.716979023
9.00001,1.80001,8.310832682,0.717151619,3.944664367,5.791962073,0.542405598,0.409274587,0.71694976
8.50001,1.70001,8.311338761,0.717137051,3.945197744,5.792439361,0.542360905,0.409237255,0.71691706
8.00001,1.60001,8.311908063,0.717120666,3.945797676,5.792976259,0.542310638,0.409195268,0.716880277
7.50001,1.50001,8.312553226,0.717102103,3.946477455,5.793584679,0.542253687,0.409147699,0.716838597
7.00001,1.40001,8.313290493,0.717080894,3.94725416,5.794279932,0.542188622,0.409093354,0.716790971
6.50001,1.30001,8.314141106,0.717056432,3.948150114,5.795082038,0.542113577,0.409030674,0.716736031
6.00001,1.20001,8.315133379,0.717027905,3.949195057,5.796017677,0.542026065,0.408957584,0.716671951
5.50001,1.10001,8.316305914,0.71699421,3.95042953,5.797123226,0.541922697,0.408871255,0.716596242
