alpha_1,alpha_2,imaginary part,real part
27000.036,0.036,0,-0.015385126
27000.036,360.036,0,-0.420620284
27000.036,720.036,0,-0.852283844
27000.036,1080.036,0,-1.317819015
27000.036,1440.036,0,-1.828532289
27000.036,1800.036,0,-2.403146209
27000.036,2160.036,0,-3.077101114
27000.036,2520.036,0,-3.935954295
27000.036,2880.036,0,-5.400056127
27360.036,0.036,0,-0.0151827
27360.036,360.036,0,-0.414921784
27360.036,720.036,0,-0.840313519
27360.036,1080.036,0,-1.298451628
27360.036,1440.036,0,-1.800029603
27360.036,1800.036,0,-2.362557472
27360.036,2160.036,0,-3.018580978
27360.036,2520.036,0,-3.843857104
27360.036,2880.036,0,-5.156971983
27720.036,0.036,0,-0.014985532
27720.036,360.036,0,-0.409375823
27720.036,720.036,0,-0.828676753
27720.036,1080.036,0,-1.279654224
27720.036,1440.036,0,-1.772432665
27720.036,1800.036,0,-2.323413737
27720.036,2160.036,0,-2.96256393
27720.036,2520.036,0,-3.757356857
27720.036,2880.036,0,-4.960215529
28080.036,0.036,0,-0.014793419
28080.036,360.036,0,-0.403976348
28080.036,720.036,0,-0.817359713
28080.036,1080.036,0,-1.26140159
28080.036,1440.036,0,-1.745697389
28080.036,1800.036,0,-2.285633432
28080.036,2160.036,0,-2.908869466
28080.036,2520.036,0,-3.675817268
28080.036,2880.036,0,-4.792246942
28440.036,0.036,0,-0.014606169
28440.036,360.036,0,-0.398717624
28440.036,720.036,0,-0.806349323
28440.036,1080.036,0,-1.243670006
28440.036,1440.036,0,-1.719782608
28440.036,1800.036,0,-2.249141453
28440.036,2160.036,0,-2.857336156
28440.036,2520.036,0,-3.598711862
28440.036,2880.036,0,-4.64447589
28800.036,0.036,0,-0.014423601
28800.036,360.036,0,-0.393594213
28800.036,720.036,0,-0.795633216
28800.036,1080.036,0,-1.22643713
28800.036,1440.036,0,-1.694649833
28800.036,1800.036,0,-2.213868493
28800.036,2160.036,0,-2.807818964
28800.036,2520.036,0,-3.525598931
28800.036,2880.036,0,-4.511918776
29160.036,0.036,0,-0.01424554
29160.036,360.036,0,-0.388600951
29160.036,720.036,0,-0.785199683
29160.036,1080.036,0,-1.209681899
29160.036,1440.036,0,-1.670263028
29160.036,1800.036,0,-2.179750461
29160.036,2160.036,0,-2.760187027
29160.036,2520.036,0,-3.45610344
29160.036,2880.036,0,-4.391371369
29520.036,0.036,0,-0.014071821
29520.036,360.036,0,-0.383732935
29520.036,720.036,0,-0.775037635
29520.036,1080.036,0,-1.19338444
29520.036,1440.036,0,-1.646588412
29520.036,1800.036,0,-2.146727968
29520.036,2160.036,0,-2.71432182
29520.036,2520.036,0,-3.389903639
29520.036,2880.036,0,-4.2806248
29880.036,0.036,0,-0.013902289
29880.036,360.036,0,-0.378985507
29880.036,720.036,0,-0.765136555
29880.036,1080.036,0,-1.177525982
29880.036,1440.036,0,-1.62359428
29880.036,1800.036,0,-2.114745881
29880.036,2160.036,0,-2.670115607
29880.036,2520.036,0,-3.326720973
29880.036,2880.036,0,-4.178077422
29880.036,3240.036,0,-5.834110165
30240.036,0.036,0,-0.013736793
30240.036,360.036,0,-0.374354236
30240.036,720.036,0,-0.755486468
30240.036,1080.036,0,-1.162088783
30240.036,1440.036,0,-1.60125084
30240.036,1800.036,0,-2.083752928
30240.036,2160.036,0,-2.62747014
30240.036,2520.036,0,-3.266312337
30240.036,2880.036,0,-4.082522434
30240.036,3240.036,0,-5.49017424
30600.036,0.036,0,-0.013575191
30600.036,360.036,0,-0.369834905
30600.036,720.036,0,-0.746077903
30600.036,1080.036,0,-1.147056056
30600.036,1440.036,0,-1.579530065
30600.036,1800.036,0,-2.053701342
30600.036,2160.036,0,-2.586295548
30600.036,2520.036,0,-3.208464043
30600.036,2880.036,0,-3.993022692
30600.036,3240.036,0,-5.251529277
30960.036,0.036,0,-0.013417346
30960.036,360.036,0,-0.365423501
30960.036,720.036,0,-0.736901861
30960.036,1080.036,0,-1.132411906
30960.036,1440.036,0,-1.558405564
30960.036,1800.036,0,-2.024546559
30960.036,2160.036,0,-2.546509394
30960.036,2520.036,0,-3.152987056
30960.036,2880.036,0,-3.908832525
30960.036,3240.036,0,-5.05993234
31320.036,0.036,0,-0.013263131
31320.036,360.036,0,-0.361116199
31320.036,720.036,0,-0.727949786
31320.036,1080.036,0,-1.118141273
31320.036,1440.036,0,-1.537852459
31320.036,1800.036,0,-1.996246932
31320.036,2160.036,0,-2.508035859
31320.036,2520.036,0,-3.099713185
31320.036,2880.036,0,-3.829346603
31320.036,3240.036,0,-4.89688283
31680.036,0.036,0,-0.01311242
31680.036,360.036,0,-0.356909353
31680.036,720.036,0,-0.719213542
31680.036,1080.036,0,-1.104229873
31680.036,1440.036,0,-1.517847275
31680.036,1800.036,0,-1.96876349
31680.036,2160.036,0,-2.470805043
31680.036,2520.036,0,-3.048492001
31680.036,2880.036,0,-3.754065212
31680.036,3240.036,0,-4.753607486
32040.036,0.036,0,-0.012965095
32040.036,360.036,0,-0.352799486
32040.036,720.036,0,-0.710685382
32040.036,1080.036,0,-1.090664153
32040.036,1440.036,0,-1.498367837
32040.036,1800.036,0,-1.942059712
32040.036,2160.036,0,-2.43475235
32040.036,2520.036,0,-2.999188326
32040.036,2880.036,0,-3.682569896
32040.036,3240.036,0,-4.625108887
32400.036,0.036,0,-0.012821045
32400.036,360.036,0,-0.34878328
32400.036,720.036,0,-0.702357926
32400.036,1080.036,0,-1.07743124
32400.036,1440.036,0,-1.479393186
32400.036,1800.036,0,-1.916101331
32400.036,2160.036,0,-2.399817962
32400.036,2520.036,0,-2.951680161
32400.036,2880.036,0,-3.614505926
32400.036,3240.036,0,-4.508212423
32760.036,0.036,0,-0.01268016
32760.036,360.036,0,-0.344857566
32760.036,720.036,0,-0.694224142
32760.036,1080.036,0,-1.064518898
32760.036,1440.036,0,-1.460903487
32760.036,1800.036,0,-1.890856153
32760.036,2160.036,0,-2.365946373
32760.036,2520.036,0,-2.905856964
32760.036,2880.036,0,-3.549569378
32760.036,3240.036,0,-4.400748482
33120.036,0.036,0,-0.012542338
33120.036,360.036,0,-0.341019318
33120.036,720.036,0,-0.686277324
33120.036,1080.036,0,-1.051915493
33120.036,1440.036,0,-1.442879957
33120.036,1800.036,0,-1.866293899
33120.036,2160.036,0,-2.333085976
33120.036,2520.036,0,-2.861618209
33120.036,2880.036,0,-3.487497414
33120.036,3240.036,0,-4.30115415
33120.036,3600.036,0,-5.923290153
33480.036,0.036,0,-0.012407479
33480.036,360.036,0,-0.337265641
33480.036,720.036,0,-0.678511073
33480.036,1080.036,0,-1.039609953
33480.036,1440.036,0,-1.425304795
33480.036,1800.036,0,-1.842386052
33480.036,2160.036,0,-2.30118871
33480.036,2520.036,0,-2.818872174
33480.036,2880.036,0,-3.428060851
33480.036,3240.036,0,-4.208257848
33480.036,3600.036,0,-5.570302661
33840.036,0.036,0,-0.01227549
33840.036,360.036,0,-0.333593769
33840.036,720.036,0,-0.67091928
33840.036,1080.036,0,-1.027591734
33840.036,1440.036,0,-1.408161113
33840.036,1800.036,0,-1.819105732
33840.036,2160.036,0,-2.270209732
33840.036,2520.036,0,-2.777534907
33840.036,2880.036,0,-3.371058382
33840.036,3240.036,0,-4.121153555
33840.036,3600.036,0,-5.334422934
34200.036,0.036,0,-0.012146279
34200.036,360.036,0,-0.330001054
34200.036,720.036,0,-0.66349611
34200.036,1080.036,0,-1.015850788
34200.036,1440.036,0,-1.391432881
34200.036,1800.036,0,-1.796427571
34200.036,2160.036,0,-2.240107144
34200.036,2520.036,0,-2.737529349
34200.036,2880.036,0,-3.316312023
34200.036,3240.036,0,-4.03912282
34200.036,3600.036,0,-5.146885587
34560.036,0.036,0,-0.01201976
34560.036,360.036,0,-0.326484961
34560.036,720.036,0,-0.656235985
34560.036,1080.036,0,-1.004377538
34560.036,1440.036,0,-1.37510487
34560.036,1800.036,0,-1.774327606
34560.036,2160.036,0,-2.21084173
34560.036,2520.036,0,-2.698784576
34560.036,2880.036,0,-3.26366348
34560.036,3240.036,0,-3.961584072
34560.036,3600.036,0,-4.987919341
34920.036,0.036,0,-0.01189585
34920.036,360.036,0,-0.323043063
34920.036,720.036,0,-0.649133573
34920.036,1080.036,0,-0.993162845
34920.036,1440.036,0,-1.359162604
34920.036,1800.036,0,-1.752783179
34920.036,2160.036,0,-2.182376739
34920.036,2520.036,0,-2.661235149
34920.036,2880.036,0,-3.212971221
34920.036,3240.036,0,-3.888058356
34920.036,3600.036,0,-4.848473272
35280.036,0.036,0,-0.011774469
35280.036,360.036,0,-0.319673035
35280.036,720.036,0,-0.642183771
35280.036,1080.036,0,-0.982197985
35280.036,1440.036,0,-1.343592308
35280.036,1800.036,0,-1.731772845
35280.036,2160.036,0,-2.154677679
35280.036,2520.036,0,-2.62482055
35280.036,2880.036,0,-3.164108083
35280.036,3240.036,0,-3.818145417
35280.036,3600.036,0,-4.723490713
35640.036,0.036,0,-0.011655539
35640.036,360.036,0,-0.316372647
35640.036,720.036,0,-0.635381698
35640.036,1080.036,0,-0.971474628
35640.036,1440.036,0,-1.32838087
35640.036,1800.036,0,-1.71127629
35640.036,2160.036,0,-2.127712138
35640.036,2520.036,0,-2.589484686
35640.036,2880.036,0,-3.116959312
35640.036,3240.036,0,-3.751506541
35640.036,3600.036,0,-4.609799455
23040.036,2520.036,0.292123988,-6.40050155
26280.036,2880.036,0.393626493,-6.398524879
29520.036,3240.036,0.457429856,-6.396982915
32760.036,3600.036,0.502777504,-6.395746464
35640.036,3960.036,0.857633378,-6.389005713
32400.036,3600.036,0.862672059,-6.389456023
29160.036,3240.036,0.868790572,-6.390006383
25920.036,2880.036,0.87637835,-6.390694305
22680.036,2520.036,0.886038117,-6.391578727
19440.036,2160.036,0.898755503,-6.392757874
16200.036,1800.036,0.916261818,-6.394408519
12960.036,1440.036,0.941908162,-6.396884138
9720.036,1080.036,0.983158252,-6.40100924
6480.036,720.036,1.060828857,-6.409255973
35280.036,3960.036,1.091201437,-6.383172568
32040.036,3600.036,1.116002159,-6.383037447
28800.036,3240.036,1.145645435,-6.38287175
25560.036,2880.036,1.181744825,-6.382663774
22320.036,2520.036,1.226741285,-6.382394973
3240.036,360.036,1.265367515,-6.433968684
19080.036,2160.036,1.284527054,-6.382034094
34920.036,3960.036,1.286180389,-6.377230508
31680.036,3600.036,1.32546469,-6.376486779
15840.036,1800.036,1.361751379,-6.381524058
28440.036,3240.036,1.372141177,-6.375573577
25200.036,2880.036,1.428626289,-6.374425526
34560.036,3960.036,1.458212987,-6.371176452
12600.036,1440.036,1.47089972,-6.380748329
21960.036,2520.036,1.498568106,-6.372938664
31320.036,3600.036,1.509536662,-6.369799896
28080.036,3240.036,1.570359721,-6.368106171
18720.036,2160.036,1.587778431,-6.37093705
34200.036,3960.036,1.614724884,-6.365007202
9360.036,1080.036,1.63890709,-6.379426291
24840.036,2880.036,1.643779677,-6.365971389
30960.036,3600.036,1.676698198,-6.362972502
15480.036,1800.036,1.706195327,-6.368097416
21600.036,2520.036,1.734482622,-6.363197479
27720.036,3240.036,1.75006476,-6.360463574
33840.036,3960.036,1.759932827,-6.358719436
30600.036,3600.036,1.831677098,-6.356000118
24480.036,2880.036,1.838554978,-6.357292759
18360.036,2160.036,1.849960132,-6.359446895
12240.036,1440.036,1.872557791,-6.363754165
33480.036,3960.036,1.896503485,-6.352309704
27360.036,3240.036,1.916593793,-6.352639544
6120.036,720.036,1.938738442,-6.376668016
21240.036,2520.036,1.947832262,-6.353158337
30240.036,3600.036,1.977428663,-6.348878073
15120.036,1800.036,2.003095032,-6.354093614
24120.036,2880.036,2.019027856,-6.348380569
33120.036,3960.036,2.026250522,-6.34577442
27000.036,3240.036,2.07324296,-6.344627538
18000.036,2160.036,2.086995748,-6.34754235
29880.036,3600.036,2.115947043,-6.341601494
9000.036,1080.036,2.127707335,-6.356283067
20880.036,2520.036,2.145603295,-6.342807349
32760.036,3960.036,2.150474385,-6.339109856
35640.036,4320.036,2.178978723,-6.337022545
23760.036,2880.036,2.188903227,-6.339225256
11880.036,1440.036,2.218403006,-6.345831241
26640.036,3240.036,2.222218546,-6.336420694
29520.036,3600.036,2.24865419,-6.334165291
32400.036,3960.036,2.270145922,-6.332312135
14760.036,1800.036,2.271806065,-6.339474595
35280.036,4320.036,2.287964297,-6.330762426
17640.036,2160.036,2.307023407,-6.335200572
20520.036,2520.036,2.332001049,-6.332129743
23400.036,2880.036,2.350641047,-6.329816725
26280.036,3240.036,2.365085209,-6.328011812
29160.036,3600.036,2.376607534,-6.32656415
32040.036,3960.036,2.386013464,-6.325377223
34920.036,4320.036,2.393837226,-6.324386409
34560.036,4320.036,2.497042103,-6.317891243
31680.036,3960.036,2.498669075,-6.318300921
28800.036,3600.036,2.500619997,-6.318792518
25920.036,3240.036,2.50300232,-6.319393335
23040.036,2880.036,2.505976928,-6.320144317
20160.036,2520.036,2.509796063,-6.321109802
17280.036,2160.036,2.514878907,-6.322397006
14400.036,1800.036,2.521977078,-6.32419888
11520.036,1440.036,2.532585729,-6.326901231
8640.036,1080.036,2.550165309,-6.331403924
5760.036,720.036,2.58495324,-6.340404733
34200.036,4320.036,2.597945389,-6.311273553
31320.036,3960.036,2.608591511,-6.311078858
28440.036,3600.036,2.621333718,-6.310844591
25560.036,3240.036,2.636859265,-6.31055732
22680.036,2880.036,2.656193094,-6.310196764
19800.036,2520.036,2.680934601,-6.309730782
2880.036,360.036,2.686520982,-6.367370903
33840.036,4320.036,2.696853874,-6.304529836
16920.036,2160.036,2.713726534,-6.309105219
30960.036,3960.036,2.716175174,-6.30370648
28080.036,3600.036,2.739267583,-6.302714294
14040.036,1800.036,2.759274109,-6.308221171
25200.036,3240.036,2.767357955,-6.301495419
33480.036,4320.036,2.794027916,-6.297656457
22320.036,2880.036,2.802272001,-6.299962149
30600.036,3960.036,2.821750271,-6.29617904
11160.036,1440.036,2.82685404,-6.306876739
19440.036,2520.036,2.846852106,-6.297974829
27720.036,3600.036,2.854849117,-6.294395274
33120.036,4320.036,2.889691174,-6.290649635
24840.036,3240.036,2.895065705,-6.292198853
16560.036,2160.036,2.905783644,-6.295296723
30240.036,3960.036,2.925597225,-6.288491592
8280.036,1080.036,2.937692654,-6.304585811
21960.036,2880.036,2.944989304,-6.289427852
35640.036,4680.036,2.946669799,-6.285910452
27360.036,3600.036,2.968436585,-6.285880878
32760.036,4320.036,2.984037894,-6.283505443
13680.036,1800.036,2.987389874,-6.291491903
19080.036,2520.036,3.008649148,-6.285822882
24480.036,3240.036,3.020450549,-6.282658378
29880.036,3960.036,3.027957239,-6.280638973
35280.036,4680.036,3.033152724,-6.279238349
32400.036,4320.036,3.077238465,-6.276219798
27000.036,3600.036,3.080334764,-6.277164135
21600.036,2880.036,3.084973107,-6.278580506
16200.036,2160.036,3.092687481,-6.280940766
10800.036,1440.036,3.108056047,-6.285659948
34920.036,4680.036,3.118728471,-6.272443752
29520.036,3960.036,3.129040186,-6.272615798
24120.036,3240.036,3.143905628,-6.27286426
5400.036,720.036,3.153691089,-6.299806832
18720.036,2520.036,3.167197103,-6.273254575
32040.036,4320.036,3.169443727,-6.268788453
26640.036,3600.036,3.190806457,-6.268237738
34560.036,4680.036,3.203509182,-6.265523254
13320.036,1800.036,3.208917474,-6.273956729
