alpha_1,alpha_2,imaginary part,real part
35280.036,1080.036,1.434146389,-0.018985616
23400.036,720.036,1.437702048,-0.019544142
34920.036,1080.036,1.441297675,-0.019175178
11520.036,360.036,1.448528335,-0.021252564
23040.036,720.036,1.448550048,-0.019839587
34560.036,1080.036,1.448557018,-0.019368563
34200.036,1080.036,1.455927166,-0.019565888
22680.036,720.036,1.45964737,-0.020144101
33840.036,1080.036,1.463410968,-0.019767275
11160.036,360.036,1.470979894,-0.021913781
22320.036,720.036,1.471003713,-0.020458109
33480.036,1080.036,1.471011374,-0.019972852
33120.036,1080.036,1.478731446,-0.020182749
21960.036,720.036,1.482629314,-0.020782062
32760.036,1080.036,1.486574356,-0.020397104
10800.036,360.036,1.494508872,-0.022617463
21600.036,720.036,1.494534982,-0.021116439
32400.036,1080.036,1.494543396,-0.020616062
32040.036,1080.036,1.502641985,-0.020839771
21240.036,720.036,1.506732148,-0.021461752
31680.036,1080.036,1.51087367,-0.021068389
10440.036,360.036,1.519204296,-0.023367835
20880.036,720.036,1.519232904,-0.021818546
31320.036,1080.036,1.519242138,-0.021302079
30960.036,1080.036,1.527751219,-0.02154101
20520.036,720.036,1.532050056,-0.022187404
30600.036,1080.036,1.536404896,-0.021785363
10080.036,360.036,1.545165843,-0.024169705
20160.036,720.036,1.54519718,-0.022568948
30240.036,1080.036,1.54520731,-0.022035323
29880.036,1080.036,1.554162773,-0.022291085
19800.036,720.036,1.558688682,-0.022963844
29520.036,1080.036,1.563275771,-0.022552854
9720.036,360.036,1.572505538,-0.025028561
19440.036,720.036,1.572539865,-0.023372806
29160.036,1080.036,1.572550978,-0.022820844
28800.036,1080.036,1.581993263,-0.02309528
19080.036,720.036,1.586766999,-0.023796598
28440.036,1080.036,1.591607705,-0.023376397
9360.036,360.036,1.601349793,-0.025950703
18720.036,720.036,1.601387405,-0.024236041
28080.036,1080.036,1.601399597,-0.023664441
27720.036,1080.036,1.611374469,-0.023959673
18360.036,720.036,1.616419541,-0.02469202
27360.036,1080.036,1.621538089,-0.024262364
9000.036,360.036,1.631841872,-0.026943393
18000.036,720.036,1.631883104,-0.025165486
27000.036,1080.036,1.631896487,-0.024572801
35640.036,1440.036,1.63980367,-0.024511782
26640.036,1080.036,1.642455965,-0.024891285
17640.036,720.036,1.647799132,-0.025657464
35280.036,1440.036,1.6478201,-0.024751723
26280.036,1080.036,1.653223113,-0.025218133
34920.036,1440.036,1.655955259,-0.024996407
8640.036,360.036,1.664144895,-0.028015048
17280.036,720.036,1.66419013,-0.026169061
25920.036,1080.036,1.66420483,-0.025553678
34560.036,1440.036,1.664212109,-0.025245977
34200.036,1440.036,1.672593714,-0.025500582
25560.036,1080.036,1.675408337,-0.025898274
16920.036,720.036,1.681080202,-0.026701475
33840.036,1440.036,1.681103247,-0.025760373
25200.036,1080.036,1.686841203,-0.026252291
33480.036,1440.036,1.689743996,-0.026025513
8280.036,360.036,1.698445523,-0.029175481
16560.036,720.036,1.6984952,-0.027256003
24840.036,1080.036,1.698511362,-0.02661612
33120.036,1440.036,1.698519368,-0.026296167
32760.036,1440.036,1.707432896,-0.02657251
24480.036,1080.036,1.710427136,-0.026990175
16200.036,720.036,1.71646289,-0.027834052
32400.036,1440.036,1.716488244,-0.026854723
24120.036,1080.036,1.722597265,-0.027374894
32040.036,1440.036,1.725689212,-0.027142994
7920.036,360.036,1.734958514,-0.0304362
15840.036,720.036,1.735013138,-0.028437151
23760.036,1080.036,1.735030929,-0.027770739
31680.036,1440.036,1.735039746,-0.027437522
31320.036,1440.036,1.744543942,-0.027738511
23400.036,1080.036,1.747737777,-0.0281782
15480.036,720.036,1.754178122,-0.029066963
30960.036,1440.036,1.754206056,-0.028046178
23040.036,1080.036,1.760727963,-0.028597796
30600.036,1440.036,1.764030509,-0.028360746
7560.036,360.036,1.773932403,-0.03181079
15120.036,720.036,1.773992562,-0.029725305
22680.036,1080.036,1.774012176,-0.029030077
30240.036,1440.036,1.7740219,-0.02868245
29880.036,1440.036,1.78418501,-0.029011537
22320.036,1080.036,1.787601676,-0.029475627
14760.036,720.036,1.794493988,-0.03041416
29520.036,1440.036,1.794524815,-0.029348262
21960.036,1080.036,1.801508341,-0.029935067
29160.036,1440.036,1.805046495,-0.029692896
7200.036,360.036,1.815656661,-0.033315411
14400.036,720.036,1.815723038,-0.031135699
21600.036,1080.036,1.815744701,-0.030409056
28800.036,1440.036,1.815755445,-0.03004572
35640.036,1800.036,1.82446776,-0.030114081
28440.036,1440.036,1.826657288,-0.03040703
21240.036,1080.036,1.830323993,-0.030898296
35280.036,1800.036,1.833300094,-0.030406
14040.036,720.036,1.837723798,-0.031892305
28080.036,1440.036,1.837757884,-0.030777136
34920.036,1800.036,1.842261956,-0.030703633
20880.036,1080.036,1.845260212,-0.031403537
27720.036,1440.036,1.849063347,-0.031156361
34560.036,1800.036,1.851356544,-0.031007151
6840.036,360.036,1.860470785,-0.034969426
13680.036,720.036,1.860544184,-0.032686597
20520.036,1080.036,1.860568161,-0.031925575
27360.036,1440.036,1.860580057,-0.031545049
34200.036,1800.036,1.860587166,-0.031316729
33840.036,1800.036,1.869957248,-0.031632551
27000.036,1440.036,1.872314676,-0.031943558
20160.036,1080.036,1.87626352,-0.032465263
33480.036,1800.036,1.879470337,-0.031954809
13320.036,720.036,1.884236386,-0.033521465
26640.036,1440.036,1.884274164,-0.032352264
33120.036,1800.036,1.889130108,-0.0322837
19800.036,1080.036,1.892362912,-0.033023511
26280.036,1440.036,1.896465795,-0.032771564
32760.036,1800.036,1.89894037,-0.032619431
6480.036,360.036,1.908775997,-0.036796248
12960.036,720.036,1.908857367,-0.034400097
19440.036,1080.036,1.908883973,-0.033601293
25920.036,1440.036,1.908897179,-0.033201875
32400.036,1800.036,1.908905071,-0.032962219
32040.036,1800.036,1.919028308,-0.033312288
25560.036,1440.036,1.921576277,-0.033643637
19080.036,1080.036,1.925845438,-0.034199653
31680.036,1800.036,1.929314327,-0.033669872
12600.036,720.036,1.934469442,-0.035326028
25200.036,1440.036,1.934511427,-0.034097313
31320.036,1800.036,1.939767541,-0.034035216
18720.036,1080.036,1.943267229,-0.03481971
24840.036,1440.036,1.947711366,-0.034563392
30960.036,1800.036,1.950392526,-0.034408576
6120.036,360.036,1.961050466,-0.03882445
12240.036,720.036,1.96114094,-0.036303184
18360.036,1080.036,1.96117055,-0.035462666
24480.036,1440.036,1.961185252,-0.03504239
30600.036,1800.036,1.961194041,-0.034790218
30240.036,1800.036,1.972177028,-0.035180421
24120.036,1440.036,1.974942695,-0.03553485
18000.036,1080.036,1.979578001,-0.036129814
29880.036,1800.036,1.983346625,-0.035579476
11880.036,720.036,1.988946972,-0.037335934
23760.036,1440.036,1.98899378,-0.036041348
35640.036,2160.036,1.989009242,-0.035609795
29520.036,1800.036,1.99470818,-0.035987688
17640.036,1080.036,1.998513695,-0.036822544
35280.036,2160.036,1.998545268,-0.035951669
23400.036,1440.036,2.003349106,-0.036562495
29160.036,1800.036,2.006267252,-0.036405376
34920.036,2160.036,2.00821978,-0.036300172
5760.036,360.036,2.017869383,-0.04108927
11520.036,720.036,2.017970323,-0.038429164
17280.036,1080.036,2.018003389,-0.037542357
23040.036,1440.036,2.018019813,-0.037098933
28800.036,1800.036,2.018029632,-0.036832873
34560.036,2160.036,2.018036164,-0.036655497
34200.036,2160.036,2.02799792,-0.037017847
28440.036,1800.036,2.030001352,-0.03727053
22680.036,1440.036,2.03301762,-0.037651348
16920.036,1080.036,2.038074636,-0.038290873
33840.036,2160.036,2.038108673,-0.037387432
28080.036,1800.036,2.042188694,-0.037718712
11160.036,720.036,2.04830249,-0.039588346
22320.036,1440.036,2.048354866,-0.038220462
33480.036,2160.036,2.048372175,-0.037764472
27720.036,1800.036,2.054598211,-0.038177804
16560.036,1080.036,2.058756945,-0.039069844
33120.036,2160.036,2.05879231,-0.038149194
21960.036,1440.036,2.064044552,-0.038807044
27360.036,1800.036,2.067236735,-0.03864821
32760.036,2160.036,2.069373103,-0.038541835
5400.036,360.036,2.079931836,-0.043634679
10800.036,720.036,2.080044896,-0.040819633
16200.036,1080.036,2.080081966,-0.039881167
21600.036,1440.036,2.080100385,-0.039411912
27000.036,1800.036,2.080111399,-0.039130353
32400.036,2160.036,2.080118727,-0.038942643
32040.036,2160.036,2.091033505,-0.039351874
26640.036,1800.036,2.093229649,-0.039624677
21240.036,1440.036,2.096536833,-0.040035935
15840.036,1080.036,2.10208369,-0.0407269
31680.036,2160.036,2.102121923,-0.039769798
26280.036,1800.036,2.106599263,-0.04013165
10440.036,720.036,2.11331032,-0.042129969
20880.036,1440.036,2.113369174,-0.040680036
31320.036,2160.036,2.113388633,-0.040196694
25920.036,1800.036,2.120228374,-0.040651764
15480.036,1080.036,2.124798683,-0.04160928
30960.036,2160.036,2.124838466,-0.040632854
20520.036,1440.036,2.130613562,-0.0413452
25560.036,1800.036,2.134125485,-0.041185536
30600.036,2160.036,2.136476437,-0.041078583
35640.036,2520.036,2.138160453,-0.041001935
5040.036,360.036,2.148097376,-0.046516258
10080.036,720.036,2.148224587,-0.043527218
15120.036,1080.036,2.148266335,-0.042530742
20160.036,1440.036,2.148287086,-0.042032479
25200.036,1800.036,2.148299498,-0.041733513
30240.036,2160.036,2.148307755,-0.041534199
35280.036,2520.036,2.148313646,-0.041391831
34920.036,2520.036,2.158612866,-0.041789212
29880.036,2160.036,2.160337834,-0.042000036
24840.036,1800.036,2.16275973,-0.042296268
19800.036,1440.036,2.166407847,-0.042742992
34560.036,2520.036,2.169061648,-0.042194298
14760.036,1080.036,2.172529153,-0.043493939
29520.036,2160.036,2.172572302,-0.04247644
24480.036,1800.036,2.177515947,-0.042874407
34200.036,2520.036,2.179663647,-0.042607314
9720.036,720.036,2.184928572,-0.045020326
19440.036,1440.036,2.18499503,-0.04347794
29160.036,2160.036,2.185017013,-0.042963776
33840.036,2520.036,2.190422644,-0.043028496
24120.036,1800.036,2.192578387,-0.04346857
14400.036,1080.036,2.19763308,-0.044501775
28800.036,2160.036,2.197678059,-0.043462425
33480.036,2520.036,2.201342552,-0.043458088
19080.036,1440.036,2.204068995,-0.044238604
23760.036,1800.036,2.207957788,-0.044079432
28440.036,2160.036,2.21056178,-0.043972784
33120.036,2520.036,2.212427424,-0.043896344
4680.036,360.036,2.223436714,-0.049805308
9360.036,720.036,2.2235806,-0.046619506
14040.036,1080.036,2.223627865,-0.045557426
18720.036,1440.036,2.223651366,-0.045026358
23400.036,1800.036,2.223665426,-0.044707708
28080.036,2160.036,2.223674781,-0.044495272
32760.036,2520.036,2.223681455,-0.044343529
32400.036,2520.036,2.235108991,-0.04479992
27720.036,2160.036,2.237023945,-0.045030325
23040.036,1800.036,2.239713145,-0.045354153
18360.036,1440.036,2.24376514,-0.045842675
32040.036,2520.036,2.246714538,-0.045265803
13680.036,1080.036,2.250567476,-0.046664376
27360.036,2160.036,2.250616447,-0.045578403
22680.036,1800.036,2.256113397,-0.046019567
31680.036,2520.036,2.258502765,-0.045741477
9000.036,720.036,2.264359322,-0.048336477
18000.036,1440.036,2.264434793,-0.046689139
27000.036,2160.036,2.26445977,-0.046139987
31320.036,2520.036,2.270478515,-0.046227254
22320.036,1800.036,2.272879281,-0.046704797
35640.036,2880.036,2.275024211,-0.046293403
13320.036,1080.036,2.278510574,-0.047826458
26640.036,2160.036,2.278561725,-0.046715582
30960.036,2520.036,2.282646815,-0.046723461
17640.036,1440.036,2.285686411,-0.047567449
35280.036,2880.036,2.285725096,-0.046729466
21960.036,1800.036,2.290024589,-0.047410741
26280.036,2160.036,2.292930466,-0.04730572
30600.036,2520.036,2.295012878,-0.047230435
34920.036,2880.036,2.296578416,-0.047173823
4320.036,360.036,2.307303467,-0.053594823
8640.036,720.036,2.307467205,-0.050184752
12960.036,1080.036,2.307521045,-0.049047897
17280.036,1440.036,2.307547826,-0.048479438
21600.036,1800.036,2.30756385,-0.048138353
25920.036,2160.036,2.307574514,-0.047910959
30240.036,2520.036,2.307582122,-0.047748532
34560.036,2880.036,2.307587823,-0.047626711
34200.036,2880.036,2.318757097,-0.048088379
29880.036,2520.036,2.320360172,-0.048278122
25560.036,2160.036,2.322502773,-0.048531885
21240.036,1800.036,2.325512386,-0.048888647
16920.036,1440.036,2.33004877,-0.049427081
33840.036,2880.036,2.330090144,-0.048559086
29520.036,2520.036,2.333352873,-0.048819591
12600.036,1080.036,2.337668621,-0.050333359
25200.036,2160.036,2.337724558,-0.049169117
33480.036,2880.036,2.341591004,-0.049039098
20880.036,1800.036,2.343886367,-0.049662699
29160.036,2520.036,2.346566304,-0.049373343
8280.036,720.036,2.353134772,-0.052179991
16560.036,1440.036,2.353221047,-0.05041251
24840.036,2160.036,2.353249614,-0.049823306
33120.036,2880.036,2.353263863,-0.049528695
28800.036,2520.036,2.360006787,-0.049939802
20520.036,1800.036,2.36270287,-0.050461657
32760.036,2880.036,2.365113048,-0.050028167
12240.036,1080.036,2.369029582,-0.051688013
24480.036,2160.036,2.36908815,-0.050495137
28440.036,2520.036,2.373680898,-0.05051941
16200.036,1440.036,2.377098716,-0.051438031
32400.036,2880.036,2.377143046,-0.050537815
20160.036,1800.036,2.381979949,-0.051286741
24120.036,2160.036,2.385250857,-0.051185334
28080.036,2520.036,2.387595487,-0.05111263
32040.036,2880.036,2.389358502,-0.051057954
3960.036,360.036,2.401438145,-0.058008423
7920.036,720.036,2.401625804,-0.054340447
11880.036,1080.036,2.401687572,-0.053117601
15840.036,1440.036,2.401718309,-0.052506143
19800.036,1800.036,2.401736704,-0.052139256
23760.036,2160.036,2.401748948,-0.05189466
27720.036,2520.036,2.401757684,-0.051719947
31680.036,2880.036,2.401764231,-0.05158891
35640.036,3240.036,2.40176932,-0.051486992
35280.036,3240.036,2.412960481,-0.051967448
31320.036,2880.036,2.414365224,-0.052131026
27360.036,2520.036,2.416174923,-0.05234187
23400.036,2160.036,2.418594184,-0.052623923
19440.036,1800.036,2.421993366,-0.053020592
34920.036,3240.036,2.424309553,-0.052456955
15480.036,1440.036,2.427119062,-0.053619553
30960.036,2880.036,2.427166657,-0.052684656
27000.036,2520.036,2.430854951,-0.052978931
11520.036,1080.036,2.435734533,-0.054628516
23040.036,2160.036,2.435798913,-0.053373974
34560.036,3240.036,2.435820285,-0.052955771
30600.036,2880.036,2.440173902,-0.053250172
19080.036,1800.036,2.442771378,-0.053932235
26640.036,2520.036,2.445805849,-0.053631692
34200.036,3240.036,2.44749655,-0.053464165
7560.036,720.036,2.453243782,-0.056687528
15120.036,1440.036,2.453343177,-0.054781206
22680.036,2160.036,2.453376107,-0.054145715
30240.036,2880.036,2.453392534,-0.05382796
33840.036,3240.036,2.459342354,-0.053982415
26280.036,2520.036,2.461036053,-0.054300738
18720.036,1800.036,2.464093494,-0.054875776
29880.036,2880.036,2.46682834,-0.054418424
11160.036,1080.036,2.471271802,-0.056227902
22320.036,2160.036,2.4713394,-0.054940101
33480.036,3240.036,2.471361842,-0.054510811
25920.036,2520.036,2.476554367,-0.054986688
14760.036,1440.036,2.48043612,-0.055994308
29520.036,2880.036,2.480487334,-0.055021985
33120.036,3240.036,2.483559299,-0.055049653
18360.036,1800.036,2.485983885,-0.05585292
21960.036,2160.036,2.489703139,-0.055758143
25560.036,2520.036,2.492369991,-0.05569019
29160.036,2880.036,2.494375763,-0.055639086
32760.036,3240.036,2.49593916,-0.055599254
3600.036,360.036,2.508123038,-0.063214086
7200.036,720.036,2.508339912,-0.059246505
10800.036,1080.036,2.508411376,-0.057923764
14400.036,1440.036,2.508446953,-0.057262353
18000.036,1800.036,2.508468249,-0.056865493
21600.036,2160.036,2.508482426,-0.056600914
25200.036,2520.036,2.508492543,-0.056411927
28800.036,2880.036,2.508500124,-0.056270185
32400.036,3240.036,2.508506018,-0.05615994
35640.036,3600.036,2.519984784,-0.056585393
32040.036,3240.036,2.521264628,-0.05673205
28440.036,2880.036,2.522867174,-0.056915765
24840.036,2520.036,2.524932079,-0.057152616
21240.036,2160.036,2.527693175,-0.057469553
17640.036,1800.036,2.531573945,-0.057915459
35280.036,3600.036,2.531617742,-0.05710854
31680.036,3240.036,2.534219918,-0.057315936
14040.036,1440.036,2.537428703,-0.058589161
28080.036,2880.036,2.537483942,-0.057576331
24480.036,2520.036,2.541699125,-0.057913015
34920.036,3600.036,2.543413305,-0.05764145
10440.036,1080.036,2.547277401,-0.059725102
20880.036,2160.036,2.547352164,-0.058365269
31320.036,3240.036,2.547376992,-0.057911966
27720.036,2880.036,2.552357748,-0.05825241
17280.036,1800.036,2.555330126,-0.059004927
34560.036,3600.036,2.555375298,-0.0581844
24120.036,2520.036,2.558804701,-0.058693921
30960.036,3240.036,2.560741143,-0.058520522
6840.036,720.036,2.567323226,-0.062047431
13680.036,1440.036,2.56743879,-0.059978913
20520.036,2160.036,2.5674771,-0.059289348
27360.036,2880.036,2.567496215,-0.058944555
34200.036,3600.036,2.567507671,-0.058737675
30600.036,3240.036,2.574317862,-0.059142004
23760.036,2520.036,2.576260356,-0.059496173
16920.036,1800.036,2.579767899,-0.060136169
33840.036,3600.036,2.579814509,-0.059301574
27000.036,2880.036,2.582907285,-0.059653345
10080.036,1080.036,2.588007922,-0.061642072
20160.036,2160.036,2.588086685,-0.060243159
30240.036,3240.036,2.588112844,-0.059776828
33480.036,3600.036,2.592300032,-0.059876405
23400.036,2520.036,2.594078195,-0.060320661
13320.036,1440.036,2.598539503,-0.061436197
26640.036,2880.036,2.598599241,-0.06037939
29880.036,3240.036,2.602132,-0.060425428
16560.036,1800.036,2.604920492,-0.061311636
33120.036,3600.036,2.604968607,-0.060462489
19800.036,2160.036,2.609200689,-0.061228161
23040.036,2520.036,2.61227092,-0.061168321
26280.036,2880.036,2.614580718,-0.061123325
29520.036,3240.036,2.616381469,-0.061088258
32760.036,3600.036,2.617824752,-0.06106016
3240.036,360.036,2.630420311,-0.069446009
6480.036,720.036,2.630673437,-0.06512632
9720.036,1080.036,2.630756949,-0.063686177
12960.036,1440.036,2.630798543,-0.062966058
16200.036,1800.036,2.630823448,-0.062533972
19440.036,2160.036,2.630840029,-0.062245908
22680.036,2520.036,2.630851863,-0.062040145
25920.036,2880.036,2.630860732,-0.061885821
29160.036,3240.036,2.630867627,-0.06176579
32400.036,3600.036,2.630873141,-0.061669765
35640.036,3960.036,2.63087765,-0.061591198
35280.036,3960.036,2.642910782,-0.062155406
32040.036,3600.036,2.644118613,-0.062291665
28800.036,3240.036,2.645597099,-0.06245852
25560.036,2880.036,2.647448694,-0.062667581
22320.036,2520.036,2.649835031,-0.062937179
19080.036,2160.036,2.65302686,-0.063298061
34920.036,3960.036,2.655110551,-0.062730046
15840.036,1800.036,2.657514834,-0.063806037
31680.036,3600.036,2.65756618,-0.062926235
28440.036,3240.036,2.660576774,-0.063166965
12600.036,1440.036,2.664289648,-0.064574056
25200.036,2880.036,2.664354437,-0.063469345
34560.036,3960.036,2.667480839,-0.06331541
