alpha_1,alpha_2,Imag,Real
1440.036,28080.036,18.20587477,-6.736410132
1440.036,28440.036,18.2118178,-6.736079224
1440.036,28800.036,18.21761657,-6.735756158
1440.036,29160.036,18.22327629,-6.735440658
1440.036,29520.036,18.22880188,-6.735132462
1440.036,29880.036,18.23419806,-6.734831318
1440.036,30240.036,18.23946933,-6.734536989
1440.036,30600.036,18.24461997,-6.734249244
1440.036,30960.036,18.24965407,-6.733967866
1440.036,31320.036,18.25457556,-6.733692645
1440.036,31680.036,18.25938816,-6.733423383
1440.036,32040.036,18.26409545,-6.733159887
1440.036,32400.036,18.26870085,-6.732901974
1440.036,32760.036,18.27320763,-6.732649468
1440.036,33120.036,18.27761892,-6.732402202
1440.036,33480.036,18.28193773,-6.732160015
1440.036,33840.036,18.28616694,-6.73192275
1440.036,34200.036,18.29030931,-6.73169026
1440.036,34560.036,18.29436748,-6.731462402
1440.036,34920.036,18.298344,-6.73123904
1440.036,35280.036,18.3022413,-6.73102004
1440.036,35640.036,18.30606174,-6.730805277
1800.036,0.036,0,-0.22903175
1800.036,360.036,4.575339447,-7.089648359
1800.036,720.036,8.356508917,-7.050377311
1800.036,1080.036,10.31015727,-7.017031784
1800.036,1440.036,11.5965218,-6.988903251
1800.036,1800.036,12.52506382,-6.96508661
1800.036,2160.036,13.23218068,-6.944772259
1800.036,2520.036,13.79067417,-6.927299239
1800.036,2880.036,14.24384243,-6.912143452
1800.036,3240.036,14.61934994,-6.898892249
1800.036,3600.036,14.93581454,-6.887220036
1800.036,3960.036,15.20627521,-6.876868312
1800.036,4320.036,15.44015897,-6.867630211
1800.036,4680.036,15.64446201,-6.859338762
1800.036,5040.036,15.82449169,-6.851858038
1800.036,5400.036,15.98435046,-6.845076447
1800.036,5760.036,16.12726127,-6.838901646
1800.036,6120.036,16.25579243,-6.833256634
1800.036,6480.036,16.37201646,-6.828076747
1800.036,6840.036,16.47762464,-6.823307314
1800.036,7200.036,16.57401111,-6.818901826
1800.036,7560.036,16.66233555,-6.81482048
1800.036,7920.036,16.7435706,-6.811029026
1800.036,8280.036,16.8185382,-6.80749784
1800.036,8640.036,16.88793774,-6.804201172
1800.036,9000.036,16.95236813,-6.801116541
1800.036,9360.036,17.01234524,-6.798224234
1800.036,9720.036,17.06831582,-6.795506894
1800.036,10080.036,17.12066874,-6.792949182
1800.036,10440.036,17.16974407,-6.790537492
1800.036,10800.036,17.21584051,-6.788259717
1800.036,11160.036,17.25922149,-6.786105044
1800.036,11520.036,17.30012027,-6.784063792
1800.036,11880.036,17.33874408,-6.782127263
1800.036,12240.036,17.37527773,-6.780287627
1800.036,12600.036,17.40988649,-6.778537808
1800.036,12960.036,17.44271868,-6.776871406
1800.036,13320.036,17.47390772,-6.775282609
1800.036,13680.036,17.50357402,-6.773766133
1800.036,14040.036,17.53182648,-6.772317162
1800.036,14400.036,17.55876385,-6.770931297
1800.036,14760.036,17.58447591,-6.769604513
1800.036,15120.036,17.60904442,-6.768333117
1800.036,15480.036,17.63254405,-6.767113719
1800.036,15840.036,17.65504308,-6.7659432
1800.036,16200.036,17.67660411,-6.764818682
1800.036,16560.036,17.69728462,-6.763737513
1800.036,16920.036,17.71713747,-6.762697236
1800.036,17280.036,17.73621139,-6.761695579
1800.036,17640.036,17.75455136,-6.760730433
1800.036,18000.036,17.77219894,-6.759799841
1800.036,18360.036,17.78919262,-6.758901982
1800.036,18720.036,17.80556811,-6.758035162
1800.036,19080.036,17.82135852,-6.7571978
1800.036,19440.036,17.83659468,-6.756388422
1800.036,19800.036,17.85130527,-6.755605651
1800.036,20160.036,17.86551702,-6.754848196
1800.036,20520.036,17.8792549,-6.75411485
1800.036,20880.036,17.89254221,-6.753404482
1800.036,21240.036,17.90540077,-6.75271603
1800.036,21600.036,17.917851,-6.752048496
1800.036,21960.036,17.92991206,-6.751400942
1800.036,22320.036,17.94160191,-6.750772484
1800.036,22680.036,17.95293743,-6.750162292
1800.036,23040.036,17.96393449,-6.749569581
1800.036,23400.036,17.97460803,-6.74899361
1800.036,23760.036,17.98497213,-6.748433683
1800.036,24120.036,17.99504004,-6.747889137
1800.036,24480.036,18.00482429,-6.747359348
1800.036,24840.036,18.01433669,-6.746843725
1800.036,25200.036,18.02358843,-6.746341708
1800.036,25560.036,18.03259008,-6.745852765
1800.036,25920.036,18.04135164,-6.745376392
1800.036,26280.036,18.04988259,-6.744912112
1800.036,26640.036,18.05819192,-6.74445947
1800.036,27000.036,18.06628815,-6.744018035
