alpha_1,alpha_2,Im(lambda_4),Re(lambda_4),Re(lambda_3)
1.35001,1.00E-05,1.282911006,-0.068979972,-0.068979972
1.30001,1.00E-05,1.282917006,-0.068966881,-0.068966881
1.25001,1.00E-05,1.282923363,-0.068953011,-0.068953011
1.20001,1.00E-05,1.282930111,-0.068938283,-0.068938283
1.15001,1.00E-05,1.282937294,-0.068922604,-0.068922604
1.10001,1.00E-05,1.28294496,-0.068905868,-0.068905868
1.05001,1.00E-05,1.282953167,-0.06888795,-0.06888795
1.00001,1.00E-05,1.28296198,-0.068868704,-0.068868704
0.95001,1.00E-05,1.282971478,-0.068847957,-0.068847957
0.90001,1.00E-05,1.282981755,-0.068825504,-0.068825504
0.85001,1.00E-05,1.282992924,-0.068801097,-0.068801097
0.80001,1.00E-05,1.283005121,-0.068774436,-0.068774436
0.75001,1.00E-05,1.283018516,-0.068745151,-0.068745151
0.70001,1.00E-05,1.283033317,-0.06871278,-0.06871278
0.65001,1.00E-05,1.28304979,-0.068676741,-0.068676741
0.60001,1.00E-05,1.283068275,-0.068636284,-0.068636284
0.55001,1.00E-05,1.283089219,-0.068590427,-0.068590427
0.50001,1.00E-05,1.28311322,-0.06853785,-0.06853785
0.45001,1.00E-05,1.283141104,-0.068476734,-0.068476734
0.40001,1.00E-05,1.283174046,-0.068404484,-0.068404484
0.35001,1.00E-05,1.283213789,-0.068317252,-0.068317252
0.30001,1.00E-05,1.28326305,-0.068209023,-0.068209023
0.25001,1.00E-05,1.283326364,-0.06806975,-0.06806975
0.20001,1.00E-05,1.283412013,-0.067881043,-0.067881043
0.15001,1.00E-05,1.283537262,-0.067604457,-0.067604457
0.10001,1.00E-05,1.283746683,-0.067140305,-0.067140305
0.05001,1.00E-05,1.284216223,-0.066091836,-0.066091836
4.95001,0.05001,1.287266544,-0.069649215,-0.069649215
4.90001,0.05001,1.287290291,-0.069649125,-0.069649125
4.85001,0.05001,1.287314404,-0.069649033,-0.069649033
4.80001,0.05001,1.287338893,-0.069648939,-0.069648939
4.75001,0.05001,1.287363767,-0.069648844,-0.069648844
4.70001,0.05001,1.287389037,-0.069648748,-0.069648748
4.65001,0.05001,1.287414713,-0.06964865,-0.06964865
4.60001,0.05001,1.287440806,-0.06964855,-0.06964855
4.55001,0.05001,1.287467328,-0.069648449,-0.069648449
4.50001,0.05001,1.28749429,-0.069648346,-0.069648346
4.45001,0.05001,1.287521705,-0.069648241,-0.069648241
4.40001,0.05001,1.287549585,-0.069648135,-0.069648135
4.35001,0.05001,1.287577945,-0.069648026,-0.069648026
4.30001,0.05001,1.287606797,-0.069647916,-0.069647916
4.25001,0.05001,1.287636157,-0.069647804,-0.069647804
4.20001,0.05001,1.287666039,-0.06964769,-0.06964769
4.15001,0.05001,1.287696459,-0.069647574,-0.069647574
4.10001,0.05001,1.287727433,-0.069647455,-0.069647455
4.05001,0.05001,1.287758979,-0.069647335,-0.069647335
4.00001,0.05001,1.287791113,-0.069647212,-0.069647212
3.95001,0.05001,1.287823856,-0.069647087,-0.069647087
3.90001,0.05001,1.287857226,-0.069646959,-0.069646959
3.85001,0.05001,1.287891243,-0.069646829,-0.069646829
3.80001,0.05001,1.287925929,-0.069646697,-0.069646697
3.75001,0.05001,1.287961305,-0.069646561,-0.069646561
3.70001,0.05001,1.287997396,-0.069646423,-0.069646423
3.65001,0.05001,1.288034225,-0.069646283,-0.069646283
3.60001,0.05001,1.288071818,-0.069646139,-0.069646139
3.55001,0.05001,1.288110202,-0.069645992,-0.069645992
3.50001,0.05001,1.288149405,-0.069645842,-0.069645842
3.45001,0.05001,1.288189456,-0.069645689,-0.069645689
3.40001,0.05001,1.288230386,-0.069645533,-0.069645533
3.35001,0.05001,1.288272229,-0.069645372,-0.069645372
3.30001,0.05001,1.288315018,-0.069645209,-0.069645209
3.25001,0.05001,1.288358791,-0.069645041,-0.069645041
3.20001,0.05001,1.288403584,-0.06964487,-0.06964487
3.15001,0.05001,1.288449438,-0.069644694,-0.069644694
3.10001,0.05001,1.288496397,-0.069644515,-0.069644515
3.05001,0.05001,1.288544504,-0.069644331,-0.069644331
3.00001,0.05001,1.288593808,-0.069644142,-0.069644142
2.95001,0.05001,1.288644359,-0.069643948,-0.069643948
2.90001,0.05001,1.28869621,-0.06964375,-0.06964375
2.85001,0.05001,1.288749419,-0.069643546,-0.069643546
2.80001,0.05001,1.288804045,-0.069643337,-0.069643337
2.75001,0.05001,1.288860153,-0.069643122,-0.069643122
2.70001,0.05001,1.288917811,-0.069642901,-0.069642901
2.65001,0.05001,1.288977092,-0.069642674,-0.069642674
2.60001,0.05001,1.289038072,-0.06964244,-0.06964244
2.55001,0.05001,1.289100836,-0.0696422,-0.0696422
2.50001,0.05001,1.289165471,-0.069641952,-0.069641952
4.95001,0.10001,1.289196489,-0.06964981,-0.06964981
4.90001,0.10001,1.289230032,-0.069649722,-0.069649722
2.45001,0.05001,1.289232073,-0.069641697,-0.069641697
4.85001,0.10001,1.289264091,-0.069649633,-0.069649633
4.80001,0.10001,1.289298681,-0.069649542,-0.069649542
2.40001,0.05001,1.289300743,-0.069641433,-0.069641433
4.75001,0.10001,1.289333815,-0.06964945,-0.06964945
4.70001,0.10001,1.289369507,-0.069649357,-0.069649357
2.35001,0.05001,1.289371592,-0.069641162,-0.069641162
4.65001,0.10001,1.289405774,-0.069649262,-0.069649262
4.60001,0.10001,1.289442629,-0.069649166,-0.069649166
2.30001,0.05001,1.289444735,-0.069640881,-0.069640881
4.55001,0.10001,1.289480089,-0.069649068,-0.069649068
4.50001,0.10001,1.289518171,-0.069648968,-0.069648968
2.25001,0.05001,1.289520301,-0.069640591,-0.069640591
4.45001,0.10001,1.289556893,-0.069648867,-0.069648867
4.40001,0.10001,1.289596272,-0.069648764,-0.069648764
2.20001,0.05001,1.289598425,-0.069640292,-0.069640292
4.35001,0.10001,1.289636327,-0.069648659,-0.069648659
4.30001,0.10001,1.289677078,-0.069648552,-0.069648552
2.15001,0.05001,1.289679256,-0.069639981,-0.069639981
4.25001,0.10001,1.289718546,-0.069648444,-0.069648444
4.20001,0.10001,1.289760751,-0.069648333,-0.069648333
2.10001,0.05001,1.289762954,-0.06963966,-0.06963966
4.15001,0.10001,1.289803715,-0.069648221,-0.069648221
4.10001,0.10001,1.289847462,-0.069648106,-0.069648106
2.05001,0.05001,1.289849692,-0.069639327,-0.069639327
4.05001,0.10001,1.289892016,-0.069647989,-0.069647989
4.00001,0.10001,1.289937402,-0.069647871,-0.069647871
2.00001,0.05001,1.289939659,-0.069638982,-0.069638982
3.95001,0.10001,1.289983645,-0.069647749,-0.069647749
3.90001,0.10001,1.290030774,-0.069647626,-0.069647626
1.95001,0.05001,1.29003306,-0.069638623,-0.069638623
3.85001,0.10001,1.290078818,-0.0696475,-0.0696475
3.80001,0.10001,1.290127805,-0.069647372,-0.069647372
1.90001,0.05001,1.29013012,-0.06963825,-0.06963825
3.75001,0.10001,1.290177767,-0.069647241,-0.069647241
3.70001,0.10001,1.290228738,-0.069647107,-0.069647107
1.85001,0.05001,1.290231084,-0.069637862,-0.069637862
3.65001,0.10001,1.290280751,-0.069646971,-0.069646971
3.60001,0.10001,1.290333843,-0.069646832,-0.069646832
1.80001,0.05001,1.290336221,-0.069637458,-0.069637458
3.55001,0.10001,1.290388051,-0.06964669,-0.06964669
3.50001,0.10001,1.290443416,-0.069646544,-0.069646544
1.75001,0.05001,1.290445827,-0.069637037,-0.069637037
3.45001,0.10001,1.290499978,-0.069646396,-0.069646396
3.40001,0.10001,1.290557781,-0.069646244,-0.069646244
1.70001,0.05001,1.290560227,-0.069636597,-0.069636597
3.35001,0.10001,1.290616872,-0.069646089,-0.069646089
4.95001,0.15001,1.290676472,-0.069649197,-0.069649197
3.30001,0.10001,1.2906773,-0.069645931,-0.069645931
1.65001,0.05001,1.290679782,-0.069636137,-0.069636137
4.90001,0.15001,1.290717521,-0.069649106,-0.069649106
3.25001,0.10001,1.290739115,-0.069645769,-0.069645769
4.85001,0.15001,1.290759201,-0.069649013,-0.069649013
4.80001,0.15001,1.290801531,-0.069648919,-0.069648919
3.20001,0.10001,1.290802371,-0.069645603,-0.069645603
1.60001,0.05001,1.290804891,-0.069635656,-0.069635656
4.75001,0.15001,1.290844526,-0.069648824,-0.069648824
3.15001,0.10001,1.290867126,-0.069645433,-0.069645433
4.70001,0.15001,1.290888204,-0.069648727,-0.069648727
4.65001,0.15001,1.290932585,-0.069648629,-0.069648629
3.10001,0.10001,1.290933438,-0.069645259,-0.069645259
1.55001,0.05001,1.290935999,-0.069635152,-0.069635152
4.60001,0.15001,1.290977686,-0.069648529,-0.069648529
3.05001,0.10001,1.291001373,-0.06964508,-0.06964508
4.55001,0.15001,1.291023527,-0.069648427,-0.069648427
4.50001,0.15001,1.291070129,-0.069648324,-0.069648324
3.00001,0.10001,1.291070997,-0.069644898,-0.069644898
1.50001,0.05001,1.291073599,-0.069634622,-0.069634622
4.45001,0.15001,1.291117514,-0.069648219,-0.069648219
2.95001,0.10001,1.291142381,-0.06964471,-0.06964471
4.40001,0.15001,1.291165702,-0.069648112,-0.069648112
4.35001,0.15001,1.291214719,-0.069648003,-0.069648003
2.90001,0.10001,1.291215601,-0.069644518,-0.069644518
1.45001,0.05001,1.291218247,-0.069634065,-0.069634065
4.30001,0.15001,1.291264586,-0.069647893,-0.069647893
2.85001,0.10001,1.291290736,-0.069644321,-0.069644321
4.25001,0.15001,1.29131533,-0.06964778,-0.06964778
4.20001,0.15001,1.291366976,-0.069647666,-0.069647666
2.80001,0.10001,1.291367873,-0.069644118,-0.069644118
1.40001,0.05001,1.291370565,-0.069633478,-0.069633478
4.15001,0.15001,1.291419551,-0.069647549,-0.069647549
2.75001,0.10001,1.291447101,-0.06964391,-0.06964391
4.10001,0.15001,1.291473083,-0.06964743,-0.06964743
4.05001,0.15001,1.291527603,-0.069647309,-0.069647309
2.70001,0.10001,1.291528517,-0.069643696,-0.069643696
1.35001,0.05001,1.291531257,-0.069632859,-0.069632859
4.00001,0.15001,1.29158314,-0.069647186,-0.069647186
2.65001,0.10001,1.291612222,-0.069643476,-0.069643476
3.95001,0.15001,1.291639727,-0.06964706,-0.06964706
3.90001,0.15001,1.291697397,-0.069646932,-0.069646932
2.60001,0.10001,1.291698328,-0.069643249,-0.069643249
1.30001,0.05001,1.29170112,-0.069632204,-0.069632204
3.85001,0.15001,1.291756185,-0.069646802,-0.069646802
2.55001,0.10001,1.29178695,-0.069643016,-0.069643016
3.80001,0.15001,1.291816128,-0.069646669,-0.069646669
3.75001,0.15001,1.291877265,-0.069646533,-0.069646533
2.50001,0.10001,1.291878214,-0.069642776,-0.069642776
1.25001,0.05001,1.29188106,-0.069631511,-0.069631511
4.95001,0.20001,1.291923447,-0.069648317,-0.069648317
3.70001,0.15001,1.291939634,-0.069646394,-0.069646394
4.90001,0.20001,1.291970815,-0.069648222,-0.069648222
2.45001,0.10001,1.291972253,-0.069642529,-0.069642529
3.65001,0.15001,1.292003279,-0.069646253,-0.069646253
4.85001,0.20001,1.292018913,-0.069648125,-0.069648125
4.80001,0.20001,1.292067759,-0.069648026,-0.069648026
3.60001,0.15001,1.292068244,-0.069646109,-0.069646109
2.40001,0.10001,1.292069212,-0.069642274,-0.069642274
1.20001,0.05001,1.292072116,-0.069630774,-0.069630774
4.75001,0.20001,1.292117374,-0.069647926,-0.069647926
3.55001,0.15001,1.292134573,-0.069645961,-0.069645961
4.70001,0.20001,1.292167776,-0.069647824,-0.069647824
2.35001,0.10001,1.292169244,-0.069642011,-0.069642011
3.50001,0.15001,1.292202318,-0.069645811,-0.069645811
4.65001,0.20001,1.292218989,-0.069647721,-0.069647721
4.60001,0.20001,1.292271032,-0.069647616,-0.069647616
3.45001,0.15001,1.292271527,-0.069645657,-0.069645657
2.30001,0.10001,1.292272516,-0.069641739,-0.069641739
1.15001,0.05001,1.292275481,-0.069629989,-0.069629989
4.55001,0.20001,1.29232393,-0.069647509,-0.069647509
3.40001,0.15001,1.292342255,-0.069645499,-0.069645499
4.50001,0.20001,1.292377706,-0.069647401,-0.069647401
2.25001,0.10001,1.292379206,-0.069641458,-0.069641458
3.35001,0.15001,1.292414558,-0.069645339,-0.069645339
4.45001,0.20001,1.292432385,-0.06964729,-0.06964729
4.40001,0.20001,1.292487991,-0.069647178,-0.069647178
3.30001,0.15001,1.292488496,-0.069645174,-0.069645174
2.20001,0.10001,1.292489507,-0.069641167,-0.069641167
1.10001,0.05001,1.292492538,-0.069629151,-0.069629151
4.35001,0.20001,1.292544551,-0.069647064,-0.069647064
3.25001,0.15001,1.292564131,-0.069645006,-0.069645006
4.30001,0.20001,1.292602094,-0.069646948,-0.069646948
2.15001,0.10001,1.292603627,-0.069640867,-0.069640867
3.20001,0.15001,1.292641529,-0.069644834,-0.069644834
4.25001,0.20001,1.292660648,-0.069646829,-0.069646829
4.20001,0.20001,1.292720242,-0.069646709,-0.069646709
3.15001,0.15001,1.29272076,-0.069644658,-0.069644658
2.10001,0.10001,1.292721793,-0.069640555,-0.069640555
1.05001,0.05001,1.292724894,-0.069628253,-0.069628253
1.00E-05,1.00E-05,1.292747448,0.155899241,0.155899241
4.15001,0.20001,1.292780909,-0.069646586,-0.069646586
3.10001,0.15001,1.292801896,-0.069644477,-0.069644477
4.10001,0.20001,1.29284268,-0.069646462,-0.069646462
2.05001,0.10001,1.29284425,-0.069640233,-0.069640233
3.05001,0.15001,1.292885017,-0.069644292,-0.069644292
4.05001,0.20001,1.29290559,-0.069646334,-0.069646334
4.00001,0.20001,1.292969674,-0.069646205,-0.069646205
3.00001,0.15001,1.292970204,-0.069644102,-0.069644102
2.00001,0.10001,1.292971262,-0.069639898,-0.069639898
1.00001,0.05001,1.292974438,-0.069627288,-0.069627288
4.95001,0.25001,1.293021492,-0.069647368,-0.069647368
3.95001,0.20001,1.293034969,-0.069646073,-0.069646073
2.95001,0.15001,1.293057543,-0.069643908,-0.069643908
4.90001,0.25001,1.293074422,-0.069647267,-0.069647267
3.90001,0.20001,1.293101513,-0.069645939,-0.069645939
1.95001,0.10001,1.293103121,-0.06963955,-0.06963955
4.85001,0.25001,1.293128167,-0.069647165,-0.069647165
2.90001,0.15001,1.293147129,-0.069643709,-0.069643709
3.85001,0.20001,1.293169347,-0.069645801,-0.069645801
4.80001,0.25001,1.293182749,-0.069647061,-0.069647061
4.75001,0.25001,1.293238188,-0.069646956,-0.069646956
3.80001,0.20001,1.293238514,-0.069645662,-0.069645662
2.85001,0.15001,1.293239057,-0.069643504,-0.069643504
1.90001,0.10001,1.293240143,-0.069639189,-0.069639189
0.95001,0.05001,1.2932434,-0.069626248,-0.069626248
4.70001,0.25001,1.293294509,-0.069646849,-0.069646849
3.75001,0.20001,1.293309057,-0.069645519,-0.069645519
2.80001,0.15001,1.293333433,-0.069643294,-0.069643294
4.65001,0.25001,1.293351734,-0.069646741,-0.069646741
3.70001,0.20001,1.293381023,-0.069645373,-0.069645373
1.85001,0.10001,1.293382673,-0.069638813,-0.069638813
4.60001,0.25001,1.293409887,-0.06964663,-0.06964663
2.75001,0.15001,1.293430367,-0.069643078,-0.069643078
3.65001,0.20001,1.29345446,-0.069645225,-0.069645225
4.55001,0.25001,1.293468995,-0.069646518,-0.069646518
4.50001,0.25001,1.293529084,-0.069646404,-0.069646404
3.60001,0.20001,1.293529419,-0.069645073,-0.069645073
2.70001,0.15001,1.293529976,-0.069642856,-0.069642856
1.80001,0.10001,1.293531091,-0.069638421,-0.069638421
0.90001,0.05001,1.293534435,-0.069625122,-0.069625122
4.45001,0.25001,1.293590181,-0.069646288,-0.069646288
3.55001,0.20001,1.293605953,-0.069644918,-0.069644918
2.65001,0.15001,1.293632387,-0.069642627,-0.069642627
4.40001,0.25001,1.293652315,-0.06964617,-0.06964617
3.50001,0.20001,1.293684119,-0.06964476,-0.06964476
1.75001,0.10001,1.293685815,-0.069638013,-0.069638013
4.35001,0.25001,1.293715515,-0.069646049,-0.069646049
2.60001,0.15001,1.293737733,-0.069642392,-0.069642392
3.45001,0.20001,1.293763975,-0.069644598,-0.069644598
4.30001,0.25001,1.293779812,-0.069645927,-0.069645927
4.25001,0.25001,1.293845239,-0.069645803,-0.069645803
3.40001,0.20001,1.293845583,-0.069644433,-0.069644433
2.55001,0.15001,1.293846156,-0.069642151,-0.069642151
1.70001,0.10001,1.293847303,-0.069637586,-0.069637586
0.85001,0.05001,1.293850742,-0.069623897,-0.069623897
4.20001,0.25001,1.293911828,-0.069645676,-0.069645676
3.35001,0.20001,1.293929008,-0.069644264,-0.069644264
2.50001,0.15001,1.293957811,-0.069641902,-0.069641902
4.15001,0.25001,1.293979615,-0.069645547,-0.069645547
4.95001,0.30001,1.294013737,-0.069646409,-0.069646409
3.30001,0.20001,1.294014319,-0.069644091,-0.069644091
1.65001,0.10001,1.294016064,-0.06963714,-0.06963714
4.10001,0.25001,1.294048637,-0.069645416,-0.069645416
4.90001,0.30001,1.29407169,-0.069646303,-0.069646303
2.45001,0.15001,1.29407286,-0.069641645,-0.069641645
3.25001,0.20001,1.294101587,-0.069643915,-0.069643915
4.05001,0.25001,1.29411893,-0.069645282,-0.069645282
4.85001,0.30001,1.294130536,-0.069646196,-0.069646196
4.80001,0.30001,1.294190298,-0.069646088,-0.069646088
4.00001,0.25001,1.294190534,-0.069645146,-0.069645146
3.20001,0.20001,1.294190889,-0.069643734,-0.069643734
2.40001,0.15001,1.294191479,-0.06964138,-0.06964138
1.60001,0.10001,1.29419266,-0.069636674,-0.069636674
0.80001,0.05001,1.294196202,-0.069622558,-0.069622558
4.75001,0.30001,1.294250999,-0.069645977,-0.069645977
3.95001,0.25001,1.294263492,-0.069645007,-0.069645007
3.15001,0.20001,1.294282304,-0.069643549,-0.069643549
4.70001,0.30001,1.294312664,-0.069645865,-0.069645865
2.35001,0.15001,1.294313857,-0.069641107,-0.069641107
3.90001,0.25001,1.294337845,-0.069644866,-0.069644866
4.65001,0.30001,1.294375319,-0.069645751,-0.069645751
3.10001,0.20001,1.294375919,-0.069643359,-0.069643359
1.55001,0.10001,1.294377718,-0.069636184,-0.069636184
3.85001,0.25001,1.29441364,-0.069644721,-0.069644721
4.60001,0.30001,1.294438991,-0.069645635,-0.069645635
2.30001,0.15001,1.294440198,-0.069640825,-0.069640825
3.05001,0.20001,1.294471822,-0.069643164,-0.069643164
3.80001,0.25001,1.294490922,-0.069644574,-0.069644574
4.55001,0.30001,1.294503708,-0.069645517,-0.069645517
4.50001,0.30001,1.294569499,-0.069645397,-0.069645397
3.75001,0.25001,1.294569743,-0.069644424,-0.069644424
3.00001,0.20001,1.294570108,-0.069642965,-0.069642965
2.25001,0.15001,1.294570718,-0.069640533,-0.069640533
1.50001,0.10001,1.294571937,-0.069635671,-0.069635671
0.75001,0.05001,1.294575592,-0.069621087,-0.069621087
4.45001,0.30001,1.294636393,-0.069645275,-0.069645275
3.70001,0.25001,1.294650153,-0.069644271,-0.069644271
2.95001,0.20001,1.294670878,-0.069642761,-0.069642761
4.40001,0.30001,1.294704422,-0.069645151,-0.069645151
2.20001,0.15001,1.294705655,-0.069640232,-0.069640232
3.65001,0.25001,1.294732206,-0.069644115,-0.069644115
4.35001,0.30001,1.294773618,-0.069645025,-0.069645025
2.90001,0.20001,1.294774238,-0.069642551,-0.069642551
1.45001,0.10001,1.294776097,-0.06963513,-0.06963513
3.60001,0.25001,1.294815959,-0.069643955,-0.069643955
4.30001,0.30001,1.294844016,-0.069644897,-0.069644897
2.15001,0.15001,1.294845262,-0.06963992,-0.06963992
2.85001,0.20001,1.294880301,-0.069642336,-0.069642336
3.55001,0.25001,1.294901473,-0.069643792,-0.069643792
4.25001,0.30001,1.29491565,-0.069644766,-0.069644766
4.95001,0.35001,1.294925807,-0.069645463,-0.069645463
4.90001,0.35001,1.294988376,-0.069645353,-0.069645353
4.20001,0.30001,1.294988556,-0.069644633,-0.069644633
3.50001,0.25001,1.294988809,-0.069643626,-0.069643626
2.80001,0.20001,1.294989187,-0.069642115,-0.069642115
2.10001,0.15001,1.294989817,-0.069639597,-0.069639597
1.40001,0.10001,1.294991077,-0.069634561,-0.069634561
0.70001,0.05001,1.294994857,-0.069619459,-0.069619459
4.85001,0.35001,1.295051909,-0.069645241,-0.069645241
4.15001,0.30001,1.295062774,-0.069644498,-0.069644498
3.45001,0.25001,1.295078032,-0.069643456,-0.069643456
2.75001,0.20001,1.295101023,-0.069641888,-0.069641888
4.80001,0.35001,1.29511643,-0.069645127,-0.069645127
4.10001,0.30001,1.295138343,-0.06964436,-0.06964436
2.05001,0.15001,1.295139618,-0.069639262,-0.069639262
3.40001,0.25001,1.295169213,-0.069643282,-0.069643282
4.75001,0.35001,1.295181964,-0.069645011,-0.069645011
4.05001,0.30001,1.295215304,-0.06964422,-0.06964422
2.70001,0.20001,1.295215945,-0.069641655,-0.069641655
1.35001,0.10001,1.29521787,-0.069633961,-0.069633961
4.70001,0.35001,1.29524854,-0.069644894,-0.069644894
3.35001,0.25001,1.295262424,-0.069643104,-0.069643104
4.00001,0.30001,1.2952937,-0.069644077,-0.069644077
2.00001,0.15001,1.295294991,-0.069638914,-0.069638914
4.65001,0.35001,1.295316185,-0.069644774,-0.069644774
2.65001,0.20001,1.295334099,-0.069641415,-0.069641415
3.30001,0.25001,1.295357741,-0.069642923,-0.069642923
3.95001,0.30001,1.295373578,-0.069643931,-0.069643931
4.60001,0.35001,1.295384927,-0.069644653,-0.069644653
4.55001,0.35001,1.295454797,-0.06964453,-0.06964453
3.90001,0.30001,1.295454984,-0.069643783,-0.069643783
3.25001,0.25001,1.295455245,-0.069642737,-0.069642737
2.60001,0.20001,1.295455637,-0.069641168,-0.069641168
1.95001,0.15001,1.295456291,-0.069638554,-0.069638554
1.30001,0.10001,1.295457597,-0.069633325,-0.069633325
0.65001,0.05001,1.295461516,-0.069617646,-0.069617646
4.50001,0.35001,1.295525826,-0.069644404,-0.069644404
3.85001,0.30001,1.295537967,-0.069643631,-0.069643631
3.20001,0.25001,1.295555021,-0.069642546,-0.069642546
2.55001,0.20001,1.295580726,-0.069640914,-0.069640914
4.45001,0.35001,1.295598046,-0.069644277,-0.069644277
3.80001,0.30001,1.295622579,-0.069643477,-0.069643477
1.90001,0.15001,1.295623903,-0.069638178,-0.069638178
3.15001,0.25001,1.295657158,-0.069642352,-0.069642352
4.40001,0.35001,1.295671492,-0.069644147,-0.069644147
3.75001,0.30001,1.295708875,-0.069643319,-0.069643319
2.50001,0.20001,1.295709541,-0.069640652,-0.069640652
1.25001,0.10001,1.295711538,-0.069632652,-0.069632652
4.35001,0.35001,1.295746197,-0.069644015,-0.069644015
3.10001,0.25001,1.295761751,-0.069642152,-0.069642152
4.95001,0.40001,1.2957744,-0.069644539,-0.069644539
3.70001,0.30001,1.29579691,-0.069643158,-0.069643158
1.85001,0.15001,1.295798251,-0.069637788,-0.069637788
4.30001,0.35001,1.295822199,-0.069643881,-0.069643881
4.90001,0.40001,1.295841262,-0.069644424,-0.069644424
2.45001,0.20001,1.295842271,-0.069640382,-0.069640382
3.05001,0.25001,1.2958689,-0.069641947,-0.069641947
